Gene	sgRNA	A375_CP0082_repA|beta	A375_CP0082_repA|z	A375_CP0082_repA|p-value	A375_CP0082_repA|fdr	A375_CP0082_repA|wald-p-value	A375_CP0082_repA|wald-fdr	A375_CP0082_repB|beta	A375_CP0082_repB|z	A375_CP0082_repB|p-value	A375_CP0082_repB|fdr	A375_CP0082_repB|wald-p-value	A375_CP0082_repB|wald-fdr
SAA4	4	-0.098894	-0.5449	0.83455	0.99163	0.58582	0.74344	0.20315	1.1195	0.33722	0.86068	0.26294	0.55482
SAA2-SAA4	7	-0.21705	-1.1966	0.98195	0.99823	0.23145	0.55159	-0.01921	-0.10592	0.7052	0.98052	0.91565	0.95372
ING4	3	-0.84098	-1.8003	0.37252	0.88559	0.071815	0.36704	-1.0222	-2.1877	0.26286	0.79705	0.028694	0.20713
RAD50	4	-2.1518	-4.0408	0.026245	0.27493	5.3275e-05	0.0013211	-2.0701	-3.8947	0.030746	0.30423	9.8302e-05	0.0022387
ENSG00000283782	3	-2.009	-3.1427	0.033731	0.31463	0.0016742	0.022923	-1.8472	-2.901	0.046698	0.38132	0.0037196	0.044308
SRPK1	3	-0.65216	-1.905	0.5086	0.94128	0.056777	0.31944	-0.57776	-1.6881	0.57343	0.96024	0.091396	0.42133
BIVM	5	0.11141	1.1963	0.47924	0.93133	0.23159	0.55159	0.026491	0.28444	0.62869	0.9725	0.77607	0.86775
BIVM-ERCC5	8	0.11003	1.4375	0.48191	0.93313	0.15059	0.51387	0.063868	0.83441	0.56274	0.95922	0.40405	0.62484
CEP43	4	-2.1941	-3.918	0.024196	0.26346	8.9304e-05	0.0020297	-1.8427	-3.2991	0.047144	0.38256	0.00096992	0.014727
SCN4A	3	-0.1303	-0.38044	0.88628	0.99386	0.70362	0.82225	-0.0036632	-0.010697	0.67917	0.97549	0.99147	0.99613
CBX3	3	-0.11494	-0.67876	0.86258	0.99296	0.49729	0.68774	-0.20734	-1.2244	0.99385	0.99911	0.2208	0.54493
TNMD	3	0.37881	1.5237	0.12909	0.6156	0.12757	0.48489	0.22601	0.90913	0.30568	0.83884	0.36328	0.59918
ILF2	3	-3.2389	-4.4802	0.0030746	0.090123	7.4565e-06	0.00026962	-4.1785	-5.6862	0.0012477	0.091362	1.2993e-08	1.629e-06
OR2T12	4	-1.0027	-1.733	0.2723	0.80973	0.083089	0.39861	-1.0778	-1.862	0.23496	0.76442	0.062602	0.34124
MRPS10	3	-2.0723	-2.9522	0.029632	0.29269	0.0031554	0.039015	-1.9704	-2.8135	0.037029	0.33644	0.0049004	0.055264
OR2V2	3	-0.10945	-0.43441	0.85273	0.99296	0.66399	0.79618	-0.17592	-0.6982	0.95852	0.99814	0.48505	0.67776
CDC42EP4	3	-0.12919	-0.37174	0.88504	0.99365	0.71008	0.82575	-0.2841	-0.81725	0.889	0.99542	0.41378	0.63147
PACC1	3	0.008004	0.077523	0.65337	0.97552	0.93821	0.96726	-0.13923	-1.3484	0.90273	0.99577	0.17751	0.53192
SPINK13	2	0.54631	0.76257	0.034222	0.31633	0.44572	0.65383	0.69828	0.97469	0.007887	0.14437	0.32971	0.57945
SURF4	3	-0.99523	-2.3271	0.27649	0.81334	0.019961	0.16424	-1.014	-2.371	0.26794	0.80259	0.017742	0.14681
TIAM2	3	0.41611	1.366	0.098788	0.54258	0.17194	0.52872	0.19132	0.62807	0.35554	0.87527	0.52996	0.70887
FAM151B	3	0.048952	0.23898	0.58288	0.96015	0.81112	0.88998	0.014763	0.072072	0.64798	0.97289	0.94254	0.96888
SLC9A7	3	0.43846	1.345	0.084173	0.50642	0.17861	0.53198	0.34068	1.0451	0.16549	0.67786	0.296	0.56519
MPHOSPH9	3	-0.24194	-0.9083	0.94644	0.99639	0.36372	0.60378	-0.04527	-0.16999	0.74971	0.98718	0.86502	0.92257
NMRK1	3	-0.11182	-0.77858	0.85741	0.99296	0.43623	0.64764	-0.25413	-1.7694	0.92973	0.9968	0.076828	0.38374
IL18R1	3	-0.16212	-0.65272	0.93588	0.99604	0.51394	0.69774	-0.34878	-1.4041	0.80621	0.98895	0.16028	0.52137
ZNF28	3	-0.47647	-1.1861	0.66523	0.97597	0.23558	0.55235	-0.71659	-1.7819	0.45985	0.92895	0.074762	0.37669
RPS24	3	-4.1928	-6.1359	0.0010249	0.080882	8.4697e-10	1.6821e-07	-3.9007	-5.7232	0.0016933	0.091362	1.0454e-08	1.3416e-06
OR1L3	3	-0.56935	-2.0823	0.577	0.95825	0.037317	0.24769	-0.40085	-1.4665	0.74784	0.98718	0.14252	0.50697
KLF6	3	0.47234	1.2467	0.06323	0.43381	0.21251	0.54623	0.33115	0.87404	0.17547	0.6997	0.3821	0.61132
C1GALT1C1L	3	-0.052521	-0.17251	0.75778	0.98491	0.86304	0.9224	-0.301	-0.98823	0.86432	0.99406	0.32304	0.57826
ZNF33A	3	-0.331	-1.0099	0.82546	0.99065	0.31256	0.57888	-0.22858	-0.6976	0.96493	0.99823	0.48543	0.67797
ZNF146	3	-0.46462	-1.0903	0.6781	0.9772	0.27559	0.56277	-0.21732	-0.51071	0.98004	0.99823	0.60955	0.76474
ZNF792	3	-0.24344	-0.58985	0.9443	0.99639	0.55529	0.72461	-0.37975	-0.9199	0.77097	0.98728	0.35763	0.59539
MOB1A	3	0.29586	0.87606	0.21335	0.747	0.381	0.61327	0.2968	0.87886	0.21068	0.73826	0.37948	0.60992
TAS2R50	3	0.18573	0.59514	0.36084	0.87793	0.55175	0.72224	0.25466	0.81604	0.26517	0.7989	0.41448	0.63208
AJAP1	3	0.0035469	0.020406	0.66073	0.97581	0.98372	0.9921	-0.014913	-0.085802	0.6978	0.97833	0.93162	0.96242
FGL1	3	-0.022763	-0.21927	0.70662	0.97974	0.82644	0.90066	-0.061102	-0.58856	0.77533	0.98728	0.55615	0.72637
ZNF121	3	-0.62098	-1.5049	0.53395	0.94885	0.13235	0.49192	-0.52447	-1.2712	0.62232	0.97226	0.20365	0.54188
TBC1D8B	3	0.19727	0.93054	0.34386	0.86601	0.35209	0.59689	0.27005	1.2739	0.24401	0.77399	0.20271	0.5417
RAB27B	3	0.26122	1.0314	0.25363	0.78734	0.30237	0.57476	0.26534	1.0477	0.25033	0.78354	0.2948	0.56498
HSPA8	3	-2.2551	-3.479	0.020809	0.23912	0.00050336	0.0084427	-2.3165	-3.5723	0.019294	0.23648	0.00035388	0.0063433
CATSPER2	5	-0.19497	-1.4049	0.98641	0.99847	0.16006	0.52159	-0.29132	-2.099	0.87697	0.99434	0.035814	0.24093
LOC124900252	3	0.19623	0.48808	0.34547	0.86683	0.62549	0.77111	0.5116	1.2725	0.0475	0.3829	0.20321	0.54188
ZFHX3	3	-0.51584	-1.5318	0.62606	0.97221	0.12557	0.48223	-0.33964	-1.0088	0.81682	0.98905	0.31306	0.5726
ATP5MG	3	-1.7843	-2.8658	0.050976	0.38753	0.0041589	0.048841	-2.0273	-3.2477	0.033464	0.31701	0.0011635	0.016933
CFAP276	3	-0.42145	-1.3311	0.72039	0.98138	0.18315	0.53513	-0.80564	-2.5445	0.39725	0.90412	0.010943	0.10301
AXIN1	3	-1.0484	-2.0428	0.24771	0.78307	0.041074	0.26195	-0.93827	-1.8291	0.3104	0.84146	0.067392	0.3569
ABHD4	3	-0.070484	-0.4044	0.78843	0.98873	0.68592	0.80983	-0.045079	-0.25864	0.74944	0.98718	0.79591	0.88002
CLTRN	5	-0.08015	-0.45102	0.80456	0.99031	0.65197	0.78889	0.095847	0.5394	0.50985	0.94857	0.58961	0.75037
ENSG00000285602	3	0.054052	0.28468	0.57428	0.95825	0.77589	0.86715	0.25687	1.3529	0.26268	0.79703	0.17609	0.53151
HPS3	3	-0.074352	-0.46527	0.79552	0.98963	0.64174	0.78191	-0.054698	-0.34228	0.76468	0.98718	0.73214	0.84217
SNUPN	3	-4.9466	-7.3738	0.00075751	0.080882	1.6578e-13	2.0668e-10	-3.0311	-4.6321	0.0041886	0.10341	3.6206e-06	0.00015686
LTBP3	3	-1.2193	-1.9613	0.17151	0.69451	0.049843	0.29459	-1.0002	-1.6116	0.27498	0.81069	0.10706	0.45356
YEATS4	3	-2.2062	-3.3643	0.023305	0.2565	0.00076743	0.012002	-2.1532	-3.2863	0.026468	0.28199	0.0010152	0.015259
IFNB1	3	-0.46812	-1.8904	0.67418	0.97622	0.05871	0.32565	-0.36244	-1.4636	0.78986	0.98829	0.1433	0.50766
NUCKS1	3	0.073338	0.78299	0.5418	0.95104	0.43363	0.64636	0.063042	0.67307	0.5643	0.95922	0.5009	0.68851
DCUN1D2	3	-0.15602	-0.63991	0.92746	0.99604	0.52223	0.70263	-0.59165	-2.4255	0.56145	0.95912	0.015286	0.13171
SETSIP	2	-0.13758	-0.47571	0.89783	0.99448	0.63428	0.7772	-0.1649	-0.57017	0.94114	0.99684	0.56856	0.73543
MIX23	3	-0.65446	-1.7016	0.50691	0.94032	0.088832	0.4127	-0.58751	-1.5277	0.56523	0.95922	0.12659	0.48638
HUWE1	3	-2.6451	-4.2395	0.0093129	0.15562	2.2398e-05	0.0006511	-2.182	-3.5205	0.024953	0.27397	0.00043072	0.0074758
PRELID3B	3	-2.1566	-3.3791	0.0258	0.27221	0.00072717	0.011468	-2.6713	-4.169	0.0093129	0.15894	3.0592e-05	0.00086251
RAD51C	3	-2.4155	-2.9918	0.014927	0.19941	0.002773	0.034864	-3.9896	-4.5403	0.0014259	0.091362	5.6176e-06	0.00022353
DCAF4L2	3	0.0012152	0.0068694	0.66451	0.97594	0.99452	0.99735	-0.075196	-0.42506	0.79962	0.9888	0.67079	0.80296
GALM	3	-0.58397	-1.7162	0.56523	0.95686	0.086126	0.40657	-0.49938	-1.4677	0.64468	0.97289	0.14218	0.50665
TCEAL7	3	-0.073647	-0.26603	0.79427	0.98952	0.79021	0.87613	-0.065881	-0.23799	0.78407	0.98772	0.81189	0.89019
ZCCHC14	3	-0.16515	-0.73186	0.94056	0.99604	0.46426	0.66523	-0.39361	-1.7438	0.75541	0.98718	0.081188	0.39704
ANKEF1	3	0.27342	1.2922	0.23906	0.7732	0.19629	0.53878	0.20215	0.95535	0.33905	0.86218	0.3394	0.58512
KCNG4	3	-0.2271	-1.9202	0.9681	0.99716	0.054838	0.31315	-0.091471	-0.77343	0.82609	0.99007	0.43927	0.64715
KRT28	3	0.27805	1.3507	0.23411	0.77016	0.17678	0.5308	0.27077	1.3154	0.24303	0.77241	0.18837	0.53658
MED20	3	-2.7612	-3.5312	0.0069958	0.12964	0.00041372	0.0072086	-2.3863	-3.0917	0.016933	0.22177	0.0019901	0.0266
ENSG00000288721	3	-2.7612	-3.5312	0.0069958	0.12964	0.00041372	0.0072086	-2.3863	-3.0917	0.016933	0.22177	0.0019901	0.0266
ZC3H18	3	-0.94298	-1.8393	0.30844	0.8371	0.065868	0.34765	-1.1016	-2.1471	0.2236	0.75345	0.031782	0.22164
MAPKAPK3	3	-0.26078	-1.1413	0.91997	0.99604	0.25374	0.55477	0.32422	1.419	0.18207	0.70558	0.15589	0.51934
OR2B2	3	-0.063161	-0.22227	0.77609	0.98714	0.8241	0.89897	0.18795	0.66149	0.36106	0.88068	0.5083	0.69371
OR2B6	3	-0.29591	-1.0473	0.871	0.99296	0.29498	0.57109	-0.12902	-0.45665	0.88611	0.99542	0.64792	0.7888
PDYN	3	-0.87325	-1.8668	0.3505	0.87007	0.061936	0.33493	-0.75967	-1.6243	0.42964	0.91883	0.10432	0.44979
PYDC5	3	-0.52393	-2.0379	0.61822	0.97074	0.041563	0.26394	-0.42147	-1.6394	0.72445	0.98355	0.10113	0.44369
SHISAL2B	3	-0.28606	-1.0607	0.88615	0.99386	0.28885	0.56834	-0.0081753	-0.030342	0.68679	0.97743	0.97579	0.98817
TSPAN5	3	-0.25902	-0.73268	0.9226	0.99604	0.46376	0.66498	-0.20127	-0.56948	0.9971	0.9992	0.56903	0.73575
H3C3	3	-0.43845	-1.0723	0.70417	0.97906	0.28359	0.56704	-0.27846	-0.68189	0.89573	0.99542	0.49531	0.68519
ZNF875	3	-0.47068	-1.1743	0.67146	0.97597	0.24029	0.55285	-0.51903	-1.2949	0.62646	0.97237	0.19536	0.53965
TENT5D	3	0.30304	1.1174	0.20413	0.73261	0.26381	0.55904	0.2515	0.92739	0.26963	0.80447	0.35373	0.59308
TMEM62	3	-0.051083	-0.4441	0.75541	0.98491	0.65697	0.79174	-0.026878	-0.23367	0.71923	0.98331	0.81524	0.89229
PLEKHG7	3	0.3087	1.1141	0.19811	0.72545	0.26525	0.55922	0.22865	0.82514	0.30184	0.83489	0.40929	0.6281
IL3	3	-0.61144	-1.7144	0.54189	0.95104	0.086457	0.40711	-0.55872	-1.5668	0.59037	0.96434	0.11715	0.47059
KDM5B	3	-0.18143	-0.54408	0.96498	0.99716	0.58639	0.74392	-0.36456	-1.0929	0.78759	0.98804	0.27445	0.55832
RRAGB	3	-0.61352	-1.6999	0.54024	0.95102	0.089141	0.41333	-0.74204	-2.0559	0.44207	0.92266	0.039796	0.25805
DEPDC4	3	-0.66689	-1.5343	0.49684	0.93651	0.12496	0.48133	-0.77526	-1.7832	0.41863	0.91368	0.074555	0.37618
FBXO15	3	0.11785	0.52927	0.46792	0.92903	0.59662	0.75132	-0.17439	-0.78307	0.95673	0.99796	0.43359	0.64425
ARHGEF10	3	-0.69808	-1.9009	0.47384	0.92985	0.057317	0.32038	-0.80954	-2.2044	0.39493	0.90305	0.027497	0.20192
DPY19L2	3	-0.061132	-0.34159	0.7727	0.98714	0.73266	0.84031	0.20008	1.118	0.34222	0.86326	0.26357	0.5551
H2BC11	3	-1.1864	-2.3232	0.18407	0.71028	0.020167	0.16518	-1.0942	-2.1428	0.22694	0.75674	0.03213	0.22366
MNDA	3	-0.1307	-1.0508	0.88691	0.99386	0.29335	0.57063	-0.07678	-0.61733	0.80184	0.9888	0.53702	0.71317
OR2A4	3	-0.29952	-0.9153	0.86681	0.99296	0.36003	0.60166	-0.3394	-1.0372	0.81722	0.98905	0.29966	0.56679
PRSS23	3	-0.061874	-0.23331	0.774	0.98714	0.81552	0.89265	-0.053431	-0.20147	0.76286	0.98718	0.84033	0.90802
TBP	3	-1.1613	-1.9013	0.19486	0.72138	0.057265	0.32018	-1.0013	-1.6414	0.2744	0.81016	0.10071	0.44256
MPV17L	5	0.085803	0.49012	0.52117	0.94529	0.62405	0.77009	-0.0012747	-0.0072814	0.67547	0.97523	0.99419	0.99737
RP9	3	-0.21375	-0.58163	0.9865	0.99847	0.56082	0.72789	-0.22413	-0.60989	0.97064	0.99823	0.54193	0.71647
PER3	3	-0.20264	-0.71245	0.99737	0.9996	0.47618	0.67403	-0.45044	-1.5833	0.69308	0.97826	0.11335	0.46588
TENT4B	3	-0.38083	-1.2675	0.76629	0.98629	0.20497	0.54374	-0.69976	-2.3286	0.473	0.9364	0.019882	0.15998
MEGF11	3	-0.13197	-0.86717	0.88909	0.99432	0.38585	0.61582	-0.23172	-1.5224	0.96097	0.99823	0.1279	0.48825
CALML5	2	0.21007	1.0917	0.3235	0.84742	0.27495	0.56263	0.10507	0.54608	0.49434	0.94586	0.58501	0.7471
FIP1L1	3	-1.4455	-2.5623	0.1024	0.55193	0.010398	0.10128	-1.4072	-2.4957	0.11073	0.56362	0.01257	0.11421
TAL2	3	-0.94532	-1.6652	0.30666	0.83499	0.095872	0.42885	-0.93945	-1.6552	0.30973	0.84132	0.097879	0.43568
NUTM1	3	-0.12004	-0.59118	0.87087	0.99296	0.5544	0.72391	-0.19278	-0.94946	0.98489	0.99901	0.34239	0.58672
NSD3	3	0.70769	1.2426	0.0070404	0.13004	0.214	0.54716	0.55713	0.97826	0.03235	0.31172	0.32794	0.57908
LOC124909461	1	0.69227	0.62146	0.0084663	0.14798	0.5343	0.71111	0.42202	0.37885	0.094377	0.52075	0.7048	0.82431
ETV2	3	0.23785	1.4178	0.28464	0.81865	0.15624	0.51784	0.17165	1.0232	0.38704	0.89815	0.30621	0.56966
ASMT	3	0.27135	1.0836	0.24156	0.77563	0.27853	0.56439	0.17231	0.6881	0.38588	0.89704	0.49139	0.68203
RBM26	3	-0.029874	-0.13322	0.71923	0.98138	0.89402	0.94165	-0.32269	-1.439	0.83767	0.99156	0.15016	0.51335
ALLC	3	0.19321	1.2476	0.34966	0.86996	0.21219	0.54597	0.071954	0.46462	0.54951	0.95777	0.6422	0.78511
CHCHD6	3	0.74876	1.299	0.0046787	0.10563	0.19393	0.53784	0.49435	0.85766	0.054942	0.40807	0.39108	0.61596
SLC38A11	3	-0.21667	-0.84659	0.98231	0.99823	0.39723	0.62318	-0.29149	-1.1389	0.87679	0.99434	0.25476	0.55201
ENSG00000289490	3	-1.1548	-2.3004	0.19744	0.72449	0.021426	0.17235	-1.1002	-2.1924	0.224	0.75345	0.028347	0.20571
TRIP12	3	0.21964	0.55892	0.31031	0.83883	0.57622	0.73796	-0.28364	-0.72166	0.88945	0.99542	0.4705	0.66872
EFR3B	3	-0.11517	-0.28972	0.86298	0.99296	0.77203	0.86493	-0.30542	-0.76794	0.85919	0.99406	0.44252	0.64943
DMXL2	3	-0.035684	-0.2068	0.72944	0.98348	0.83617	0.90601	-0.020056	-0.11624	0.70684	0.98065	0.90747	0.94899
CCDC69	3	-0.89677	-2.3978	0.33656	0.86069	0.016492	0.14273	-0.68968	-1.8446	0.4803	0.94054	0.06509	0.34909
PPP4R4	3	0.21476	1.1806	0.31753	0.84451	0.23777	0.55279	-0.057704	-0.3172	0.76963	0.98728	0.75109	0.85376
CCDC169	3	-0.66223	-2.1375	0.50036	0.93796	0.032556	0.22737	-0.22095	-0.71335	0.97518	0.99823	0.47563	0.67214
UBE2S	3	-0.25888	-1.6247	0.92287	0.99604	0.10423	0.44821	-0.11067	-0.69456	0.85812	0.99406	0.48733	0.67945
ENSG00000282804	3	-0.023053	-0.091014	0.70716	0.97976	0.92748	0.96128	-0.086362	-0.34095	0.81833	0.98916	0.73314	0.84273
RIPOR2	6	-0.060738	-0.41995	0.77186	0.98714	0.67452	0.80268	-0.11296	-0.78103	0.86196	0.99406	0.43478	0.64479
DARS1	3	-4.1064	-5.1144	0.0011585	0.080882	3.1477e-07	2.0416e-05	-4.5959	-5.7231	0.00093575	0.091362	1.0462e-08	1.3416e-06
DNAH7	3	0.080421	0.5399	0.53066	0.94809	0.58927	0.74574	-0.039448	-0.26481	0.74071	0.98718	0.79115	0.8774
CYTH3	3	-0.49274	-1.7065	0.64865	0.97552	0.08791	0.41076	-0.37286	-1.2917	0.77809	0.98728	0.19646	0.53965
BCAR1	3	-1.4557	-2.448	0.10066	0.54697	0.014364	0.12935	-1.2023	-2.0279	0.1802	0.70404	0.042574	0.26944
HORMAD2	3	-0.56906	-1.3761	0.57731	0.95825	0.16878	0.52778	-0.92184	-2.2281	0.32136	0.84827	0.025871	0.19378
CABLES2	3	-0.084555	-0.44728	0.81147	0.99031	0.65468	0.79029	0.01919	0.10151	0.64058	0.97289	0.91914	0.95552
P4HA3	3	-0.68995	-1.7804	0.48022	0.93204	0.075015	0.37687	-0.86545	-2.233	0.3587	0.87825	0.025549	0.19215
RGS8	3	-0.41364	-0.99138	0.72948	0.98348	0.3215	0.58113	-0.44316	-1.0621	0.70101	0.98013	0.28817	0.56289
HLA-DPA1	4	-0.63532	-2.1951	0.52232	0.94564	0.028157	0.20675	-0.53346	-1.8432	0.61407	0.97106	0.0653	0.34959
APOC1	3	-0.58563	-1.7786	0.56408	0.95686	0.075306	0.37724	-0.25178	-0.76481	0.93254	0.99684	0.44439	0.65022
ENSG00000259132	3	-1.9132	-2.9373	0.039212	0.33755	0.0033112	0.040562	-2.5693	-3.9272	0.011897	0.18275	8.5937e-05	0.0020111
PRMT5-DT	3	-1.9132	-2.9373	0.039212	0.33755	0.0033112	0.040562	-2.5693	-3.9272	0.011897	0.18275	8.5937e-05	0.0020111
HAUS4	5	-2.0335	-4.1141	0.031771	0.30263	3.887e-05	0.0010263	-2.3188	-4.6739	0.01925	0.23645	2.955e-06	0.00013237
CLDN5	3	0.28219	1.0637	0.22903	0.76401	0.28745	0.56824	0.38061	1.4347	0.1274	0.60521	0.15136	0.51428
PRC1	3	-2.6112	-3.6144	0.010115	0.16485	0.00030105	0.0055494	-2.5656	-3.5603	0.012031	0.18342	0.00037045	0.0065929
PCDHB9	2	-0.0027065	-0.01331	0.67173	0.97597	0.98938	0.99532	-0.31516	-1.5498	0.84574	0.99232	0.12119	0.47816
CLRN1	4	-0.70126	-1.9782	0.47162	0.92985	0.047907	0.28751	-0.23033	-0.65008	0.96284	0.99823	0.51564	0.69913
ENSG00000260234	3	-1.0908	-2.4454	0.22712	0.76086	0.014469	0.13019	-0.47047	-1.0557	0.67195	0.97448	0.2911	0.56367
NUP85	3	-4.1661	-6.1994	0.0010694	0.080882	5.6665e-10	1.2749e-07	-4.7175	-7.0148	0.00080207	0.091362	2.3032e-12	1.9144e-09
CADPS2	3	0.14636	0.70262	0.42202	0.91076	0.48229	0.67783	0.0037997	0.01824	0.66638	0.97444	0.98545	0.99284
ADIPOR1	3	-1.0332	-2.0216	0.25631	0.79076	0.043221	0.27069	-0.9322	-1.8247	0.31454	0.84317	0.068053	0.35843
DDX10	3	-3.7042	-5.3807	0.0015596	0.081466	7.4208e-08	6.3673e-06	-3.7848	-5.4974	0.0017824	0.091362	3.8546e-08	3.7768e-06
HOOK3	5	0.15629	1.327	0.40482	0.89862	0.1845	0.53592	0.19786	1.68	0.34569	0.86586	0.092954	0.42489
SLK	3	0.36281	0.95918	0.14464	0.65141	0.33747	0.58952	0.50072	1.3238	0.052179	0.40027	0.18558	0.53572
CENPN	3	-2.7594	-4.1452	0.0069958	0.12964	3.3951e-05	0.00091906	-2.1808	-3.2775	0.024953	0.27397	0.0010472	0.015584
CENPN-AS1	3	-1.3592	-2.3397	0.12486	0.60755	0.019299	0.16041	-0.96205	-1.6649	0.29529	0.82896	0.095925	0.43041
OR5AC1	3	-0.39467	-0.71066	0.75074	0.98491	0.47729	0.67465	-1.0274	-1.8464	0.26045	0.79545	0.064838	0.34849
KSR2	3	-0.26052	-0.96469	0.92028	0.99604	0.3347	0.58822	-0.57317	-2.1223	0.57744	0.9605	0.033811	0.23187
C5orf24	3	-0.15908	-0.87814	0.93151	0.99604	0.37987	0.61261	-0.32446	-1.7909	0.83526	0.99107	0.073302	0.37339
ENO1	3	-3.3689	-5.358	0.0024062	0.087948	8.4157e-08	7.021e-06	-2.8504	-4.5471	0.0059264	0.12326	5.4398e-06	0.00021761
BABAM2	3	-0.058797	-0.13375	0.7686	0.98703	0.8936	0.9415	0.4089	0.93062	0.10396	0.5437	0.35205	0.59196
RNASE7	3	0.2011	1.0283	0.33763	0.8622	0.3038	0.57532	0.2239	1.145	0.30857	0.84113	0.25223	0.55109
TAS2R1	3	0.12623	0.89898	0.45375	0.92361	0.36866	0.60554	0.094928	0.67603	0.51083	0.94857	0.49902	0.68718
DDX47	3	-3.5952	-4.8038	0.0017824	0.081466	1.5569e-06	7.53e-05	-4.0417	-5.36	0.0013368	0.091362	8.3219e-08	7.1011e-06
VPS33A	4	-1.2123	-2.5296	0.17427	0.69914	0.011419	0.10877	-1.4787	-3.0837	0.095491	0.52319	0.0020445	0.027198
ENSG00000256861	3	-0.8085	-1.8047	0.39484	0.89456	0.071118	0.36456	-1.1679	-2.6071	0.19428	0.72019	0.0091324	0.08944
KRT1	3	0.11387	0.61038	0.475	0.9302	0.54161	0.71605	0.29378	1.5749	0.21491	0.74349	0.11528	0.46761
SNRK	3	0.20758	1.2396	0.32711	0.85046	0.21512	0.54793	0.019256	0.11498	0.6405	0.97289	0.90846	0.94937
USP39	3	-2.5422	-3.7446	0.011585	0.17603	0.00018066	0.003607	-3.801	-5.3924	0.0017824	0.091362	6.953e-08	6.1192e-06
ABHD16A	3	0.51544	1.1173	0.044337	0.35999	0.26388	0.55904	0.52973	1.1483	0.040594	0.35065	0.25087	0.55055
PRR14L	3	-1.1445	-2.7447	0.20234	0.73152	0.0060562	0.066256	-0.59809	-1.4367	0.5565	0.95777	0.1508	0.5135
LMOD3	3	0.097813	0.49928	0.50125	0.93852	0.61758	0.76555	-0.25574	-1.3049	0.92746	0.9968	0.19194	0.53835
NINL	3	0.24151	0.58213	0.28072	0.81616	0.56048	0.72778	0.56659	1.3657	0.029855	0.29822	0.17203	0.52918
ATP6V0A1	3	-0.14632	-0.70879	0.91217	0.99594	0.47845	0.67545	-0.0050258	-0.024347	0.68149	0.97595	0.98058	0.99058
ZNHIT6	3	-2.6749	-3.5671	0.0087782	0.15038	0.00036089	0.0064302	-2.5724	-3.4401	0.011764	0.18107	0.00058142	0.0095935
PSD3	3	0.014308	0.14232	0.64277	0.97552	0.88683	0.93724	0.037702	0.37502	0.6093	0.97032	0.70764	0.8264
IKBIP	3	0.33872	1.5983	0.16723	0.68748	0.10997	0.45879	0.14445	0.68161	0.43084	0.91914	0.49549	0.68525
SPINK7	3	-0.33051	-1.0964	0.82609	0.99065	0.27292	0.56203	-0.38831	-1.288	0.76089	0.98718	0.19775	0.53965
SPATA22	3	-0.89678	-2.1528	0.33656	0.86069	0.031338	0.222	-0.88411	-2.1225	0.34533	0.86563	0.033794	0.23186
ADK	3	-0.097519	-0.58407	0.83232	0.99125	0.55917	0.72679	-0.34522	-2.0671	0.81027	0.98895	0.038725	0.25357
ACOT12	3	0.36322	1.1788	0.14415	0.64986	0.23849	0.55285	0.36283	1.1775	0.14384	0.63744	0.23898	0.54839
CD48	3	-0.1889	-0.85985	0.97678	0.99795	0.38987	0.6183	-0.18405	-0.83779	0.97126	0.99823	0.40215	0.6231
LRGUK	3	0.048951	0.2103	0.58288	0.96015	0.83343	0.9044	0.26295	1.1298	0.25443	0.78942	0.25858	0.55399
WDR75	3	-2.9516	-4.4067	0.0048124	0.10676	1.0498e-05	0.00035534	-3.3469	-4.9877	0.002629	0.092622	6.1118e-07	3.5812e-05
TRMO	3	0.27877	1.5736	0.23345	0.77002	0.11558	0.46804	0.06921	0.39066	0.55418	0.95777	0.69605	0.81887
IL2	3	-0.07031	-0.30588	0.78821	0.98871	0.75969	0.85738	0.23298	1.0137	0.2957	0.82921	0.31073	0.57174
TBPL1	3	-0.13496	-0.72382	0.89404	0.99448	0.46918	0.66865	-0.26495	-1.4209	0.914	0.99668	0.15533	0.51859
SFPQ	3	-3.9908	-5.4029	0.0012477	0.080882	6.5566e-08	5.8159e-06	-3.7315	-5.0703	0.0018269	0.091362	3.9726e-07	2.4493e-05
ALG6	3	-0.7667	-1.5483	0.42242	0.91084	0.12155	0.4778	-0.85701	-1.7304	0.36418	0.88223	0.083551	0.40324
OARD1	3	-0.24887	-0.747	0.93624	0.99604	0.45506	0.6596	-0.35179	-1.0559	0.80202	0.9888	0.29103	0.56367
PCDHB6	3	-0.81525	-1.9475	0.38976	0.89037	0.051475	0.30076	-0.68224	-1.6298	0.48681	0.94246	0.10315	0.44785
RAD51AP1	3	-0.283	-0.85293	0.89079	0.99448	0.3937	0.62097	-0.075979	-0.22915	0.80069	0.9888	0.81875	0.89397
BRAP	3	-0.37895	-1.1245	0.76883	0.98703	0.2608	0.55803	-0.25877	-0.768	0.92238	0.99668	0.44249	0.64942
LIFR	3	-0.43074	-1.4069	0.71192	0.98097	0.15945	0.52091	-0.4954	-1.6181	0.64789	0.97289	0.10564	0.45097
UBE2E2	3	-0.0028262	-0.017033	0.67187	0.97597	0.98641	0.99372	-0.15858	-0.9557	0.93258	0.99684	0.33922	0.58512
ANXA13	3	0.18399	0.87499	0.36351	0.87886	0.38158	0.61342	-0.059505	-0.28291	0.77257	0.98728	0.77724	0.86837
PLA2G2A	3	0.027866	0.1908	0.61933	0.97074	0.84868	0.91383	0.037539	0.25703	0.60957	0.97032	0.79716	0.88088
