id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CDH15	4	0.47749	0.54932	0.976208	9979	2	-0.49472	0.95433	0.97654	1.0	18607	0	-0.49472
XKR3	4	0.47757	0.54932	0.976208	9980	2	-0.32508	0.90834	0.9476	1.0	17573	0	-0.32508
SPINT2	4	0.47761	0.54932	0.976208	9981	2	-0.30634	0.91415	0.9476	1.0	17687	0	-0.30634
JAKMIP1	4	0.47763	0.54932	0.976208	9982	1	0.23186	0.32319	0.6816	1.0	9787	2	0.23186
ARHGAP27	4	0.47763	0.54932	0.976208	9983	2	-0.21533	0.91039	0.9476	1.0	17610	0	-0.21533
ENO3	4	0.47768	0.54932	0.976208	9984	2	-0.4865	0.82079	0.92569	1.0	15889	0	-0.4865
PCYOX1L	4	0.47771	0.54932	0.976208	9985	2	-0.31586	0.67222	0.87607	1.0	13788	1	-0.31586
KIF16B	4	0.47773	0.54932	0.976208	9986	2	-0.38765	0.84076	0.92569	1.0	16278	0	-0.38765
POU1F1	4	0.47775	0.54932	0.976208	9987	2	0.0046131	0.35917	0.72783	1.0	10473	2	0.0046131
ARL4AP5	2	0.47782	0.47095	0.976208	9988	1	-0.49026	0.77056	0.84694	1.0	15038	0	-0.49026
HSP90AA1	4	0.47784	0.54932	0.976208	9989	1	0.22214	0.87282	0.9476	1.0	16901	0	0.22214
KRT25	4	0.4779	0.54932	0.976208	9990	2	-0.15494	0.79087	0.92569	1.0	15370	1	-0.15494
MCC	4	0.47792	0.54932	0.976208	9991	1	0.15956	0.15433	0.41895	1.0	6632	2	0.15956
PAGE4	4	0.47794	0.54932	0.976208	9992	2	-0.25437	0.89137	0.9476	1.0	17241	0	-0.25437
TM9SF1	4	0.47798	0.54932	0.976208	9993	2	-0.21171	0.023227	0.098197	1.0	2022	1	-0.21171
ITK	4	0.478	0.54932	0.976208	9994	2	-0.52481	0.58733	0.8266	1.0	12930	1	-0.52481
TMCC2	4	0.47808	0.54932	0.976208	9995	2	0.1197	0.1944	0.48097	1.0	7368	2	0.1197
ZNF256	4	0.47817	0.54932	0.976208	9996	1	0.10905	0.23683	0.56433	1.0	8128	2	0.10905
DNAJC14	4	0.47822	0.54932	0.976208	9997	1	0.077198	0.043996	0.18158	1.0	2961	2	0.077198
C2orf81	5	0.47831	0.5582	0.976208	9998	2	-0.40938	0.82736	0.94529	1.0	16011	1	-0.40938
LEMD3	4	0.47844	0.54932	0.976208	9999	1	-0.34787	0.9133	0.9476	1.0	17668	0	-0.34787
FPR1	4	0.47847	0.54932	0.976208	10000	2	0.15027	0.23003	0.56433	1.0	8010	2	0.15027
LTBR	4	0.47848	0.54932	0.976208	10001	2	0.21083	0.15234	0.41895	1.0	6596	2	0.21083
GALNT4	8	0.47855	0.56245	0.976208	10002	2	0.36573	0.1259	0.53756	1.0	6074	4	0.36573
POC1B-GALNT4	8	0.47855	0.56245	0.976208	10003	2	0.36573	0.1259	0.53756	1.0	6075	4	0.36573
NPAP1L	2	0.47859	0.47095	0.976208	10004	1	-0.43269	0.69393	0.77127	1.0	14044	0	-0.43269
SLC7A4	4	0.47862	0.54932	0.976208	10005	1	0.42986	0.10036	0.32985	1.0	5314	2	0.42986
