,sgRNA,gene,z_scored_sgRNA_lfc
18117,Vienna_GAP43_2-Vienna_GAP43_5,GAP43,-0.7602086276921717
18118,Vienna_GAP43_3-Vienna_GAP43_6,GAP43,-1.8064141587013
18119,Vienna_GAPDH_1-Vienna_GAPDH_4,GAPDH,-9.862635049564627
18120,Vienna_GAPDH_2-Vienna_GAPDH_5,GAPDH,-8.328516722316607
18121,Vienna_GAPDH_3-Vienna_GAPDH_6,GAPDH,-8.719609564646822
18122,Vienna_GAPDHS_1-Vienna_GAPDHS_4,GAPDHS,-1.5064990426301677
18123,Vienna_GAPDHS_2-Vienna_GAPDHS_5,GAPDHS,-2.0340268159774624
18124,Vienna_GAPDHS_3-Vienna_GAPDHS_6,GAPDHS,-4.3080008595646415
18125,Vienna_GAPT_1-Vienna_GAPT_4,GAPT,-0.765968643521789
18126,Vienna_GAPT_2-Vienna_GAPT_5,GAPT,1.54563437897327
18127,Vienna_GAPT_3-Vienna_GAPT_6,GAPT,-1.3327833359996504
18128,Vienna_GAPVD1_1-Vienna_GAPVD1_4,GAPVD1,-0.3990173410939365
18129,Vienna_GAPVD1_2-Vienna_GAPVD1_5,GAPVD1,-2.6999551250145966
18130,Vienna_GAPVD1_3-Vienna_GAPVD1_6,GAPVD1,-2.4812198358697986
18131,Vienna_GAR1_1-Vienna_GAR1_4,GAR1,-7.784865220180837
18132,Vienna_GAR1_2-Vienna_GAR1_5,GAR1,-8.488523195429828
18133,Vienna_GAR1_3-Vienna_GAR1_6,GAR1,-8.659997941975668
18134,Vienna_GAREM1_1-Vienna_GAREM1_4,GAREM1,-1.3850136683085352
18135,Vienna_GAREM1_2-Vienna_GAREM1_5,GAREM1,-0.4974781546583655
18136,Vienna_GAREM1_3-Vienna_GAREM1_6,GAREM1,-1.7244234235112195
18137,Vienna_GAREM2_1-Vienna_GAREM2_4,GAREM2,-1.215428688377149
18138,Vienna_GAREM2_2-Vienna_GAREM2_5,GAREM2,-0.42162187273000623
18139,Vienna_GAREM2_3-Vienna_GAREM2_6,GAREM2,-9.475719112082817
18140,Vienna_GARNL3_1-Vienna_GARNL3_4,GARNL3,-2.1394264841479296
18141,Vienna_GARNL3_2-Vienna_GARNL3_5,GARNL3,-2.739826441555411
18142,Vienna_GARNL3_3-Vienna_GARNL3_6,GARNL3,-3.528441532202392
18143,Vienna_GARS_1-Vienna_GARS_4,GARS,-6.926880592824433
18144,Vienna_GARS_2-Vienna_GARS_5,GARS,-8.02658547505996
18145,Vienna_GARS_3-Vienna_GARS_6,GARS,-7.289250451321729
18146,Vienna_GART_1-Vienna_GART_4,GART,-4.628353734931769
18147,Vienna_GART_3-Vienna_GART_6,GART,-6.981902903052181
18148,Vienna_GAS1_1-Vienna_GAS1_4,GAS1,-1.0385003319831752
18149,Vienna_GAS1_2-Vienna_GAS1_5,GAS1,-3.8375550661520754
18150,Vienna_GAS1_3-Vienna_GAS1_6,GAS1,-0.3524798454310823
18151,Vienna_GAS2_1-Vienna_GAS2_4,GAS2,0.050135557366129124
18152,Vienna_GAS2_2-Vienna_GAS2_5,GAS2,-2.2230057646902015
18153,Vienna_GAS2_3-Vienna_GAS2_6,GAS2,-2.0158589174825092
18154,Vienna_GAS2L1_1-Vienna_GAS2L1_4,GAS2L1,-1.0742273174676227
18155,Vienna_GAS2L1_2-Vienna_GAS2L1_5,GAS2L1,-0.8932603287068521
18156,Vienna_GAS2L1_3-Vienna_GAS2L1_6,GAS2L1,-1.3215698218465595
18157,Vienna_GAS2L2_1-Vienna_GAS2L2_4,GAS2L2,-1.4548932047226286
18158,Vienna_GAS2L2_2-Vienna_GAS2L2_5,GAS2L2,-5.626050860334836
18159,Vienna_GAS2L2_3-Vienna_GAS2L2_6,GAS2L2,-3.514551607214483
18160,Vienna_GAS2L3_1-Vienna_GAS2L3_4,GAS2L3,-2.1965926376885627
18161,Vienna_GAS2L3_2-Vienna_GAS2L3_5,GAS2L3,-1.7854510897272762
18162,Vienna_GAS2L3_3-Vienna_GAS2L3_6,GAS2L3,-2.102508169929541
18163,Vienna_GAS6_1-Vienna_GAS6_4,GAS6,-0.9522245260815839
18164,Vienna_GAS6_2-Vienna_GAS6_5,GAS6,-0.9153924476679759
18165,Vienna_GAS6_3-Vienna_GAS6_6,GAS6,-2.245899816032567
18166,Vienna_GAS7_1-Vienna_GAS7_4,GAS7,-1.5113230881724213
18167,Vienna_GAS7_2-Vienna_GAS7_5,GAS7,-1.7177877385145697
18168,Vienna_GAS7_3-Vienna_GAS7_6,GAS7,-3.696038653053584
18169,Vienna_GAS8_1-Vienna_GAS8_4,GAS8,-1.7935862661544901
18170,Vienna_GAS8_2-Vienna_GAS8_5,GAS8,-2.6757625439843147
18171,Vienna_GAS8_3-Vienna_GAS8_6,GAS8,-1.4036043618725333
18172,Vienna_GAST_1-Vienna_GAST_4,GAST,-3.3767741112195186
18173,Vienna_GAST_2-Vienna_GAST_5,GAST,-5.297080199066553
18174,Vienna_GAST_3-Vienna_GAST_6,GAST,-2.681227734574493
18175,Vienna_GATA1_1-Vienna_GATA1_4,GATA1,-0.4216594210549887
18176,Vienna_GATA1_2-Vienna_GATA1_5,GATA1,-1.5551279208164948
18177,Vienna_GATA2_1-Vienna_GATA2_4,GATA2,-3.2829779200626854
18178,Vienna_GATA2_2-Vienna_GATA2_5,GATA2,-0.31005457381864726
18179,Vienna_GATA2_3-Vienna_GATA2_6,GATA2,-4.208737986060709
18180,Vienna_GATA3_1-Vienna_GATA3_4,GATA3,-0.40779248768865545
18181,Vienna_GATA3_2-Vienna_GATA3_5,GATA3,0.2391153128117802
18182,Vienna_GATA3_3-Vienna_GATA3_6,GATA3,-2.504225332920317
18183,Vienna_GATA4_1-Vienna_GATA4_4,GATA4,-2.376377078941028
18184,Vienna_GATA4_2-Vienna_GATA4_5,GATA4,0.6103355047478619
18185,Vienna_GATA4_3-Vienna_GATA4_6,GATA4,-1.0754519013037547
18186,Vienna_GATA5_1-Vienna_GATA5_4,GATA5,-0.11029252004736728
18187,Vienna_GATA5_2-Vienna_GATA5_5,GATA5,-0.995343484974342
18188,Vienna_GATA5_3-Vienna_GATA5_6,GATA5,-1.1324802623104226
18189,Vienna_GATA6_1-Vienna_GATA6_4,GATA6,-0.10584837032852332
18190,Vienna_GATA6_2-Vienna_GATA6_5,GATA6,0.5537615939416679
18191,Vienna_GATA6_3-Vienna_GATA6_6,GATA6,-1.3205632888497525
18192,Vienna_GATAD1_1-Vienna_GATAD1_4,GATAD1,-2.3423825362496897
18193,Vienna_GATAD1_2-Vienna_GATAD1_5,GATAD1,-5.533526801303737
18194,Vienna_GATAD1_3-Vienna_GATAD1_6,GATAD1,-4.101713136625119
18195,Vienna_GATAD2A_1-Vienna_GATAD2A_4,GATAD2A,-4.567748939537515
18196,Vienna_GATAD2A_2-Vienna_GATAD2A_5,GATAD2A,-2.9502319495715925
18197,Vienna_GATAD2A_3-Vienna_GATAD2A_6,GATAD2A,-1.832304492883632
18198,Vienna_GATAD2B_1-Vienna_GATAD2B_4,GATAD2B,-2.464730094820113
18199,Vienna_GATAD2B_2-Vienna_GATAD2B_5,GATAD2B,0.20576665736064245
18200,Vienna_GATAD2B_3-Vienna_GATAD2B_6,GATAD2B,-0.24753691135690145
18201,Vienna_GATB_1-Vienna_GATB_4,GATB,-7.806584920576679
18202,Vienna_GATB_2-Vienna_GATB_5,GATB,-8.659997941975668
18203,Vienna_GATB_3-Vienna_GATB_6,GATB,-8.08570332597149
18204,Vienna_GATC_1-Vienna_GATC_4,GATC,-9.399591665933336
18205,Vienna_GATC_2-Vienna_GATC_5,GATC,-8.443015000156572
18206,Vienna_GATC_3-Vienna_GATC_6,GATC,-8.091473826645364
18207,Vienna_GATM_1-Vienna_GATM_4,GATM,-0.45410077135905924
18208,Vienna_GATM_2-Vienna_GATM_5,GATM,-1.6757704720379092
18209,Vienna_GATM_3-Vienna_GATM_6,GATM,-2.5002203503241
18210,Vienna_GATS_1-Vienna_GATS_4,GATS,0.16142860247698645
18211,Vienna_GATS_2-Vienna_GATS_5,GATS,-1.7331057859814651
18212,Vienna_GATS_3-Vienna_GATS_6,GATS,-1.3374654221254785
18213,Vienna_GATSL2_1-Vienna_GATSL2_4,GATSL2,-1.2019250480735497
18214,Vienna_GATSL2_2-Vienna_GATSL2_5,GATSL2,-1.3590482757931548
18215,Vienna_GATSL2_3-Vienna_GATSL2_6,GATSL2,-3.7301607222528235
18216,Vienna_GATSL3_1-Vienna_GATSL3_4,GATSL3,-2.866729278952595
18217,Vienna_GATSL3_2-Vienna_GATSL3_5,GATSL3,-1.1952159724840052
18218,Vienna_GATSL3_3-Vienna_GATSL3_6,GATSL3,-3.9850104382505327
18219,Vienna_GBA_1-Vienna_GBA_4,GBA,-3.7134073618540278
18220,Vienna_GBA_2-Vienna_GBA_5,GBA,-3.9701386479649847
18221,Vienna_GBA_3-Vienna_GBA_6,GBA,-0.46892896882878915
18222,Vienna_GBA2_1-Vienna_GBA2_4,GBA2,-0.7873213284472408
18223,Vienna_GBA2_2-Vienna_GBA2_5,GBA2,-1.5175517993600323
18224,Vienna_GBA2_3-Vienna_GBA2_6,GBA2,-0.35576527913168166
18225,Vienna_GBA3_1-Vienna_GBA3_4,GBA3,0.23182306304839004
18226,Vienna_GBA3_2-Vienna_GBA3_5,GBA3,-1.7692329554456554
18227,Vienna_GBA3_3-Vienna_GBA3_6,GBA3,-0.4861351903955081
18228,Vienna_GBAS_1-Vienna_GBAS_4,GBAS,-5.961702124702168
18229,Vienna_GBAS_2-Vienna_GBAS_5,GBAS,-7.070587441646689
18230,Vienna_GBAS_3-Vienna_GBAS_6,GBAS,-2.589378078996798
18231,Vienna_GBE1_1-Vienna_GBE1_4,GBE1,-1.0118471773355018
18232,Vienna_GBE1_3-Vienna_GBE1_6,GBE1,-1.2414498081082141
18233,Vienna_GBF1_1-Vienna_GBF1_4,GBF1,-7.221067185611048
18234,Vienna_GBF1_2-Vienna_GBF1_5,GBF1,-8.185465920623672
18235,Vienna_GBF1_3-Vienna_GBF1_6,GBF1,-9.70022217916323
18236,Vienna_GBGT1_1-Vienna_GBGT1_4,GBGT1,-0.578302370021771
18237,Vienna_GBGT1_2-Vienna_GBGT1_5,GBGT1,0.25411772241290936
18238,Vienna_GBGT1_3-Vienna_GBGT1_6,GBGT1,-1.794266088535576
18239,Vienna_GBP1_1-Vienna_GBP1_4,GBP1,-3.0124701146610713
18240,Vienna_GBP1_2-Vienna_GBP1_5,GBP1,-4.722440475691904
18241,Vienna_GBP1_3-Vienna_GBP1_6,GBP1,-1.9793921447242595
18242,Vienna_GBP2_1-Vienna_GBP2_4,GBP2,-1.0585888518777176
18243,Vienna_GBP2_2-Vienna_GBP2_5,GBP2,-0.2622669163145038
18244,Vienna_GBP2_3-Vienna_GBP2_6,GBP2,-3.9056848013419545
18245,Vienna_GBP3_1-Vienna_GBP3_4,GBP3,0.06075403354424553
18246,Vienna_GBP3_2-Vienna_GBP3_5,GBP3,-2.579062134549776
18247,Vienna_GBP3_3-Vienna_GBP3_6,GBP3,-1.2439494456728892
18248,Vienna_GBP4_1-Vienna_GBP4_4,GBP4,-2.485931073080005
18249,Vienna_GBP4_2-Vienna_GBP4_5,GBP4,-1.6945106668997394
18250,Vienna_GBP4_3-Vienna_GBP4_6,GBP4,-1.1824703210340406
18251,Vienna_GBP5_1-Vienna_GBP5_4,GBP5,-1.2871868405456823
18252,Vienna_GBP5_3-Vienna_GBP5_6,GBP5,-2.293993326030965
18253,Vienna_GBP6_1-Vienna_GBP6_4,GBP6,-1.1104821627851722
18254,Vienna_GBP6_2-Vienna_GBP6_5,GBP6,-1.6984072664541527
18255,Vienna_GBP6_3-Vienna_GBP6_6,GBP6,-1.1306098308727435
18256,Vienna_GBP7_1-Vienna_GBP7_4,GBP7,-1.9319072536120407
18257,Vienna_GBP7_2-Vienna_GBP7_5,GBP7,-4.831081666962562
18258,Vienna_GBP7_3-Vienna_GBP7_6,GBP7,-4.199438928502705
18259,Vienna_GBX1_3-Vienna_GBX1_6,GBX1,0.6893766447958325
18260,Vienna_GBX2_1-Vienna_GBX2_4,GBX2,-2.3302560523120386
18261,Vienna_GBX2_2-Vienna_GBX2_5,GBX2,-0.3910449824658983
18262,Vienna_GBX2_3-Vienna_GBX2_6,GBX2,0.030209165845861342
18263,Vienna_GC_1-Vienna_GC_4,GC,-2.221718123835854
18264,Vienna_GC_2-Vienna_GC_5,GC,-1.0986884343915002
18265,Vienna_GC_3-Vienna_GC_6,GC,0.40318174388971917
18266,Vienna_GCA_1-Vienna_GCA_4,GCA,-0.5949162619585466
18267,Vienna_GCA_2-Vienna_GCA_5,GCA,-1.8864421405110183
18268,Vienna_GCA_3-Vienna_GCA_6,GCA,-0.7587052323010458
18269,Vienna_GCAT_1-Vienna_GCAT_4,GCAT,-1.1047006205782723
18270,Vienna_GCAT_2-Vienna_GCAT_5,GCAT,-2.1016620593810282
18271,Vienna_GCAT_3-Vienna_GCAT_6,GCAT,-1.8011774150873288
18272,Vienna_GCC1_1-Vienna_GCC1_4,GCC1,-2.6072867592932263
18273,Vienna_GCC1_2-Vienna_GCC1_5,GCC1,0.2036893826883652
18274,Vienna_GCC1_3-Vienna_GCC1_6,GCC1,-0.07542492935316283
18275,Vienna_GCC2_1-Vienna_GCC2_4,GCC2,-1.8906454618462951
18276,Vienna_GCC2_2-Vienna_GCC2_5,GCC2,-0.2048461310708874
18277,Vienna_GCC2_3-Vienna_GCC2_6,GCC2,-0.40183730417454977
18278,Vienna_GCDH_1-Vienna_GCDH_4,GCDH,-2.382096781868531
18279,Vienna_GCDH_2-Vienna_GCDH_5,GCDH,-2.5621885719900908
18280,Vienna_GCDH_3-Vienna_GCDH_6,GCDH,-0.42662720263217707
18281,Vienna_GCFC2_1-Vienna_GCFC2_4,GCFC2,-0.3269882091445087
18282,Vienna_GCFC2_2-Vienna_GCFC2_5,GCFC2,-0.5173314247814453
18283,Vienna_GCFC2_3-Vienna_GCFC2_6,GCFC2,-1.3407019290054114
18284,Vienna_GCG_1-Vienna_GCG_4,GCG,-1.7182986237395126
18285,Vienna_GCG_2-Vienna_GCG_5,GCG,-0.5862055426307539
18286,Vienna_GCG_3-Vienna_GCG_6,GCG,0.19143556787652483
18287,Vienna_GCGR_1-Vienna_GCGR_4,GCGR,-3.013626314018968
18288,Vienna_GCGR_2-Vienna_GCGR_5,GCGR,-1.8588558036956788
18289,Vienna_GCGR_3-Vienna_GCGR_6,GCGR,0.5917016629568616
18290,Vienna_GCH1_1-Vienna_GCH1_4,GCH1,-3.335624436116755
18291,Vienna_GCH1_2-Vienna_GCH1_5,GCH1,-0.2515628350308624
18292,Vienna_GCH1_3-Vienna_GCH1_6,GCH1,-0.21423002415633527
18293,Vienna_GCHFR_1-Vienna_GCHFR_4,GCHFR,0.5867441169043984
18294,Vienna_GCHFR_2-Vienna_GCHFR_5,GCHFR,-0.3028845454201427
18295,Vienna_GCHFR_3-Vienna_GCHFR_6,GCHFR,-0.8522122733098407
18296,Vienna_GCK_1-Vienna_GCK_4,GCK,-1.061833315049825
18297,Vienna_GCK_2-Vienna_GCK_5,GCK,-2.025351114115165
18298,Vienna_GCK_3-Vienna_GCK_6,GCK,-2.053208592778183
18299,Vienna_GCKR_1-Vienna_GCKR_4,GCKR,-1.43795144488764
18300,Vienna_GCKR_3-Vienna_GCKR_6,GCKR,-0.3230245347505105
18301,Vienna_GCKR_5-Vienna_GCKR_2,GCKR,-1.7037467427068664
18302,Vienna_GCLC_1-Vienna_GCLC_4,GCLC,-1.2781312969668213
18303,Vienna_GCLC_2-Vienna_GCLC_5,GCLC,-0.6582373963510553
18304,Vienna_GCLC_3-Vienna_GCLC_6,GCLC,-2.2712846604334405
18305,Vienna_GCLM_1-Vienna_GCLM_4,GCLM,-3.901792804833711
18306,Vienna_GCLM_2-Vienna_GCLM_5,GCLM,-0.7476103900765209
18307,Vienna_GCLM_3-Vienna_GCLM_6,GCLM,-2.499202312732673
18308,Vienna_GCM1_1-Vienna_GCM1_4,GCM1,0.4681849467404095
18309,Vienna_GCM1_2-Vienna_GCM1_5,GCM1,-1.4309409066493284
18310,Vienna_GCM1_3-Vienna_GCM1_6,GCM1,-0.6190546585250659
18311,Vienna_GCM2_1-Vienna_GCM2_4,GCM2,-0.3690883441015861
18312,Vienna_GCM2_2-Vienna_GCM2_5,GCM2,0.777885547371542
18313,Vienna_GCM2_3-Vienna_GCM2_6,GCM2,-1.097326159263326
18314,Vienna_GCN1_1-Vienna_GCN1_4,GCN1,-5.884391097741836
18315,Vienna_GCN1_3-Vienna_GCN1_6,GCN1,-4.377211296705739
18316,Vienna_GCNT1_1-Vienna_GCNT1_4,GCNT1,-1.4131191461285961
18317,Vienna_GCNT1_2-Vienna_GCNT1_5,GCNT1,-1.3987820500590469
18318,Vienna_GCNT1_3-Vienna_GCNT1_6,GCNT1,-1.0274327424104543
18319,Vienna_GCNT2_1-Vienna_GCNT2_4,GCNT2,-2.4150736567163977
18320,Vienna_GCNT2_2-Vienna_GCNT2_5,GCNT2,-2.493417927900397
18321,Vienna_GCNT2_3-Vienna_GCNT2_6,GCNT2,-3.4407303228413664
18322,Vienna_GCNT3_1-Vienna_GCNT3_4,GCNT3,-2.3100913076494902
18323,Vienna_GCNT3_2-Vienna_GCNT3_5,GCNT3,-1.8542431428863457
18324,Vienna_GCNT3_3-Vienna_GCNT3_6,GCNT3,-1.263550949082892
18325,Vienna_GCNT4_1-Vienna_GCNT4_4,GCNT4,-1.040173869535826
18326,Vienna_GCNT4_2-Vienna_GCNT4_5,GCNT4,-1.6258758015485844
18327,Vienna_GCNT4_3-Vienna_GCNT4_6,GCNT4,-0.5271872477149894
18328,Vienna_GCNT7_1-Vienna_GCNT7_4,GCNT7,-0.20683155520549046
18329,Vienna_GCNT7_2-Vienna_GCNT7_5,GCNT7,-0.22560135156539435
18330,Vienna_GCNT7_3-Vienna_GCNT7_6,GCNT7,-1.621712344668784
18331,Vienna_GCSAM_1-Vienna_GCSAM_4,GCSAM,-0.5909605375385677
18332,Vienna_GCSAM_2-Vienna_GCSAM_5,GCSAM,-1.6721366026505569
18333,Vienna_GCSAM_3-Vienna_GCSAM_6,GCSAM,-0.6162222130826119
18334,Vienna_GCSAML_1-Vienna_GCSAML_4,GCSAML,-0.5140319139477986
18335,Vienna_GCSAML_2-Vienna_GCSAML_5,GCSAML,-1.288525659393352
18336,Vienna_GCSAML_3-Vienna_GCSAML_6,GCSAML,-4.181727627047791
18337,Vienna_GCSH_1-Vienna_GCSH_4,GCSH,-8.923957560173053
18338,Vienna_GCSH_2-Vienna_GCSH_5,GCSH,-5.4270688491338
18339,Vienna_GCSH_3-Vienna_GCSH_6,GCSH,-4.512038685454118
18340,Vienna_GDA_1-Vienna_GDA_4,GDA,-5.917528726520786
18341,Vienna_GDA_2-Vienna_GDA_5,GDA,-1.3615074300723893
18342,Vienna_GDA_3-Vienna_GDA_6,GDA,-1.1197395619452304
18343,Vienna_GDAP1_1-Vienna_GDAP1_4,GDAP1,-5.173498228450016
18344,Vienna_GDAP1_2-Vienna_GDAP1_5,GDAP1,-6.5085973336223795
18345,Vienna_GDAP1_3-Vienna_GDAP1_6,GDAP1,-7.003915195820543
18346,Vienna_GDAP1L1_1-Vienna_GDAP1L1_4,GDAP1L1,-0.6428000681748864
18347,Vienna_GDAP1L1_2-Vienna_GDAP1L1_5,GDAP1L1,0.024811078547581748
18348,Vienna_GDAP1L1_3-Vienna_GDAP1L1_6,GDAP1L1,-0.46013039987628235
