,sgRNA,gene,z_scored_sgRNA_lfc
38321,Vienna_PSMA2_3-Vienna_PSMA2_6,PSMA2,-9.215833517628107
38322,Vienna_PSMA3_1-Vienna_PSMA3_4,PSMA3,-8.55981805534457
38323,Vienna_PSMA3_2-Vienna_PSMA3_5,PSMA3,-8.052809565013225
38324,Vienna_PSMA3_3-Vienna_PSMA3_6,PSMA3,-6.442117669525736
38325,Vienna_PSMA4_1-Vienna_PSMA4_4,PSMA4,-7.464211813978476
38326,Vienna_PSMA4_2-Vienna_PSMA4_5,PSMA4,-8.530711121537983
38327,Vienna_PSMA4_3-Vienna_PSMA4_6,PSMA4,-3.5162931527068584
38328,Vienna_PSMA5_2-Vienna_PSMA5_5,PSMA5,-9.268969323624287
38329,Vienna_PSMA5_3-Vienna_PSMA5_6,PSMA5,-8.328516722316607
38330,Vienna_PSMA6_1-Vienna_PSMA6_4,PSMA6,-10.143070871122013
38331,Vienna_PSMA6_2-Vienna_PSMA6_5,PSMA6,-7.626994527818248
38332,Vienna_PSMA6_3-Vienna_PSMA6_6,PSMA6,-9.528638907075162
38333,Vienna_PSMA7_1-Vienna_PSMA7_4,PSMA7,-7.817370699488001
38334,Vienna_PSMA7_2-Vienna_PSMA7_5,PSMA7,-8.667531775841935
38335,Vienna_PSMA7_3-Vienna_PSMA7_6,PSMA7,-8.185465920623672
38336,Vienna_PSMA8_1-Vienna_PSMA8_4,PSMA8,0.25010476762375955
38337,Vienna_PSMA8_2-Vienna_PSMA8_5,PSMA8,-1.104338964720912
38338,Vienna_PSMA8_3-Vienna_PSMA8_6,PSMA8,-0.7162710317034444
38339,Vienna_PSMB1_1-Vienna_PSMB1_4,PSMB1,-8.166962876874289
38340,Vienna_PSMB1_2-Vienna_PSMB1_5,PSMB1,-6.220835099375854
38341,Vienna_PSMB1_3-Vienna_PSMB1_6,PSMB1,-7.5798906597969244
38342,Vienna_PSMB10_1-Vienna_PSMB10_4,PSMB10,-1.7951783683524944
38343,Vienna_PSMB10_2-Vienna_PSMB10_5,PSMB10,-0.920590324804678
38344,Vienna_PSMB10_3-Vienna_PSMB10_6,PSMB10,-0.9662817674989357
38345,Vienna_PSMB11_1-Vienna_PSMB11_4,PSMB11,-1.7295358750721013
38346,Vienna_PSMB11_2-Vienna_PSMB11_5,PSMB11,-1.8393634901154072
38347,Vienna_PSMB11_3-Vienna_PSMB11_6,PSMB11,-1.4353582257920978
38348,Vienna_PSMB2_1-Vienna_PSMB2_4,PSMB2,-8.185465920623672
38349,Vienna_PSMB2_2-Vienna_PSMB2_5,PSMB2,-8.231102218207484
38350,Vienna_PSMB2_3-Vienna_PSMB2_6,PSMB2,-8.25806872010267
38351,Vienna_PSMB3_2-Vienna_PSMB3_5,PSMB3,-7.193235902368862
38352,Vienna_PSMB4_1-Vienna_PSMB4_4,PSMB4,-6.442117669525736
38353,Vienna_PSMB4_2-Vienna_PSMB4_5,PSMB4,-8.726956852926131
38354,Vienna_PSMB4_3-Vienna_PSMB4_6,PSMB4,-6.554652294683222
38355,Vienna_PSMB5_1-Vienna_PSMB5_4,PSMB5,-8.71223946494815
38356,Vienna_PSMB5_2-Vienna_PSMB5_5,PSMB5,-7.912298889005035
38357,Vienna_PSMB5_3-Vienna_PSMB5_6,PSMB5,-7.912298889005035
38358,Vienna_PSMB6_1-Vienna_PSMB6_4,PSMB6,-7.519665204896719
38359,Vienna_PSMB6_2-Vienna_PSMB6_5,PSMB6,-9.82354358327683
38360,Vienna_PSMB6_3-Vienna_PSMB6_6,PSMB6,-8.652440121742066
38361,Vienna_PSMB7_1-Vienna_PSMB7_4,PSMB7,-8.575508215441731
38362,Vienna_PSMB7_2-Vienna_PSMB7_5,PSMB7,-7.5074345637095075
38363,Vienna_PSMB7_3-Vienna_PSMB7_6,PSMB7,-7.457871928068672
38364,Vienna_PSMB8_1-Vienna_PSMB8_4,PSMB8,-1.6669978198749789
38365,Vienna_PSMB8_2-Vienna_PSMB8_5,PSMB8,-2.4647087694568364
38366,Vienna_PSMB8_3-Vienna_PSMB8_6,PSMB8,-2.7530857493174987
38367,Vienna_PSMB9_1-Vienna_PSMB9_4,PSMB9,-1.7474021843339143
38368,Vienna_PSMB9_2-Vienna_PSMB9_5,PSMB9,-1.9298463597484392
38369,Vienna_PSMB9_3-Vienna_PSMB9_6,PSMB9,-1.2319366479986913
38370,Vienna_PSMC1_1-Vienna_PSMC1_4,PSMC1,-8.052809565013225
38371,Vienna_PSMC1_2-Vienna_PSMC1_5,PSMC1,-8.396934154711685
38372,Vienna_PSMC1_3-Vienna_PSMC1_6,PSMC1,-8.889956681615905
38373,Vienna_PSMC2_1-Vienna_PSMC2_4,PSMC2,-7.611156183767986
38374,Vienna_PSMC2_3-Vienna_PSMC2_6,PSMC2,-8.797472277048506
38375,Vienna_PSMC3_1-Vienna_PSMC3_4,PSMC3,-8.83563991663801
38376,Vienna_PSMC3_2-Vienna_PSMC3_5,PSMC3,-8.813394993746565
38377,Vienna_PSMC3_3-Vienna_PSMC3_6,PSMC3,-8.12951841386684
38378,Vienna_PSMC3IP_1-Vienna_PSMC3IP_4,PSMC3IP,-2.0743989756519703
38379,Vienna_PSMC3IP_2-Vienna_PSMC3IP_5,PSMC3IP,-0.24325886086364573
38380,Vienna_PSMC3IP_3-Vienna_PSMC3IP_6,PSMC3IP,-2.774203890612888
38381,Vienna_PSMC4_1-Vienna_PSMC4_4,PSMC4,-7.684855920372597
38382,Vienna_PSMC4_2-Vienna_PSMC4_5,PSMC4,-9.343680294818654
38383,Vienna_PSMC4_3-Vienna_PSMC4_6,PSMC4,-8.413734782961964
38384,Vienna_PSMC5_1-Vienna_PSMC5_4,PSMC5,-8.12951841386684
38385,Vienna_PSMC5_2-Vienna_PSMC5_5,PSMC5,-7.932888266105093
38386,Vienna_PSMC5_3-Vienna_PSMC5_6,PSMC5,-6.879430589805344
38387,Vienna_PSMC6_1-Vienna_PSMC6_4,PSMC6,-6.442117669525736
38388,Vienna_PSMC6_2-Vienna_PSMC6_5,PSMC6,-8.043044292881971
38389,Vienna_PSMC6_3-Vienna_PSMC6_6,PSMC6,-8.682528090117502
38390,Vienna_PSMD1_1-Vienna_PSMD1_4,PSMD1,-8.950811916438791
38391,Vienna_PSMD1_2-Vienna_PSMD1_5,PSMD1,-7.136574880981299
38392,Vienna_PSMD1_3-Vienna_PSMD1_6,PSMD1,-9.233239417054495
38393,Vienna_PSMD10_1-Vienna_PSMD10_4,PSMD10,-0.9117722306577204
38394,Vienna_PSMD10_2-Vienna_PSMD10_5,PSMD10,-3.6726908038011508
38395,Vienna_PSMD10_3-Vienna_PSMD10_6,PSMD10,-1.9090543940308995
38396,Vienna_PSMD11_1-Vienna_PSMD11_4,PSMD11,-7.165074443560712
38397,Vienna_PSMD11_2-Vienna_PSMD11_5,PSMD11,-6.499051778440474
38398,Vienna_PSMD11_3-Vienna_PSMD11_6,PSMD11,-8.380013772737113
38399,Vienna_PSMD12_1-Vienna_PSMD12_4,PSMD12,-7.5318331530841585
38400,Vienna_PSMD12_2-Vienna_PSMD12_5,PSMD12,-8.110572335638984
38401,Vienna_PSMD12_3-Vienna_PSMD12_6,PSMD12,-8.351187900986309
38402,Vienna_PSMD13_1-Vienna_PSMD13_4,PSMD13,-8.12951841386684
38403,Vienna_PSMD13_2-Vienna_PSMD13_5,PSMD13,-7.519665204896719
38404,Vienna_PSMD13_3-Vienna_PSMD13_6,PSMD13,-8.439296583534981
38405,Vienna_PSMD14_1-Vienna_PSMD14_4,PSMD14,-7.626994527818248
38406,Vienna_PSMD14_2-Vienna_PSMD14_5,PSMD14,-10.24971740168582
38407,Vienna_PSMD14_3-Vienna_PSMD14_6,PSMD14,-6.199656872879241
38408,Vienna_PSMD2_1-Vienna_PSMD2_4,PSMD2,-7.4703599374841945
38409,Vienna_PSMD2_2-Vienna_PSMD2_5,PSMD2,-7.078528272300965
38410,Vienna_PSMD2_3-Vienna_PSMD2_6,PSMD2,-8.302343110623847
38411,Vienna_PSMD3_1-Vienna_PSMD3_4,PSMD3,-8.71223946494815
38412,Vienna_PSMD3_2-Vienna_PSMD3_5,PSMD3,-8.950811916438791
38413,Vienna_PSMD3_3-Vienna_PSMD3_6,PSMD3,-8.799205447070273
38414,Vienna_PSMD4_1-Vienna_PSMD4_4,PSMD4,-8.964126023903146
38415,Vienna_PSMD4_2-Vienna_PSMD4_5,PSMD4,-7.870576517393643
38416,Vienna_PSMD4_3-Vienna_PSMD4_6,PSMD4,-6.714042629612665
38417,Vienna_PSMD5_1-Vienna_PSMD5_4,PSMD5,-1.5906754974927857
38418,Vienna_PSMD5_2-Vienna_PSMD5_5,PSMD5,-0.11718482703933573
38419,Vienna_PSMD5_3-Vienna_PSMD5_6,PSMD5,-1.0992226502982823
38420,Vienna_PSMD6_1-Vienna_PSMD6_4,PSMD6,-6.225789238908543
38421,Vienna_PSMD6_2-Vienna_PSMD6_5,PSMD6,-5.3370139251545785
38422,Vienna_PSMD6_3-Vienna_PSMD6_6,PSMD6,-7.54393904771116
38423,Vienna_PSMD7_1-Vienna_PSMD7_4,PSMD7,-7.567967185570971
38424,Vienna_PSMD7_2-Vienna_PSMD7_5,PSMD7,-8.93179003680827
38425,Vienna_PSMD7_3-Vienna_PSMD7_6,PSMD7,-6.696851980084729
38426,Vienna_PSMD8_1-Vienna_PSMD8_4,PSMD8,-8.48789997325861
38427,Vienna_PSMD8_2-Vienna_PSMD8_5,PSMD8,-8.120064276373025
38428,Vienna_PSMD8_3-Vienna_PSMD8_6,PSMD8,-7.829011431054706
38429,Vienna_PSMD9_1-Vienna_PSMD9_4,PSMD9,-3.005086479955853
38430,Vienna_PSMD9_2-Vienna_PSMD9_5,PSMD9,-0.2837860089990916
38431,Vienna_PSMD9_3-Vienna_PSMD9_6,PSMD9,-0.9691604873587386
38432,Vienna_PSME1_1-Vienna_PSME1_4,PSME1,-0.6940471632424281
38433,Vienna_PSME1_2-Vienna_PSME1_5,PSME1,-2.1849405063084686
38434,Vienna_PSME1_3-Vienna_PSME1_6,PSME1,-0.6462456153598114
38435,Vienna_PSME2_1-Vienna_PSME2_4,PSME2,-1.3964630826713853
38436,Vienna_PSME2_2-Vienna_PSME2_5,PSME2,-1.4331527178327113
38437,Vienna_PSME2_3-Vienna_PSME2_6,PSME2,-1.6614261895496865
38438,Vienna_PSME3_1-Vienna_PSME3_4,PSME3,-2.854911756264435
38439,Vienna_PSME3_2-Vienna_PSME3_5,PSME3,-3.970172874582745
38440,Vienna_PSME3_3-Vienna_PSME3_6,PSME3,-3.019309371095169
38441,Vienna_PSME4_1-Vienna_PSME4_4,PSME4,-2.625214360661295
38442,Vienna_PSME4_2-Vienna_PSME4_5,PSME4,-3.3939307514459744
38443,Vienna_PSME4_3-Vienna_PSME4_6,PSME4,-0.8778015180455286
38444,Vienna_PSMF1_1-Vienna_PSMF1_4,PSMF1,-1.4525681635744065
38445,Vienna_PSMF1_2-Vienna_PSMF1_5,PSMF1,-1.6998716226349657
38446,Vienna_PSMF1_3-Vienna_PSMF1_6,PSMF1,-0.9401310642643479
38447,Vienna_PSMG1_1-Vienna_PSMG1_4,PSMG1,-3.2618558769400585
38448,Vienna_PSMG1_2-Vienna_PSMG1_5,PSMG1,-9.305332145781643
38449,Vienna_PSMG1_3-Vienna_PSMG1_6,PSMG1,-8.35570912824858
38450,Vienna_PSMG2_1-Vienna_PSMG2_4,PSMG2,-7.564622339756271
38451,Vienna_PSMG2_2-Vienna_PSMG2_5,PSMG2,-4.901544334901161
38452,Vienna_PSMG2_3-Vienna_PSMG2_6,PSMG2,-7.0279766522443605
38453,Vienna_PSMG3_1-Vienna_PSMG3_4,PSMG3,-9.454216386804982
38454,Vienna_PSMG3_2-Vienna_PSMG3_5,PSMG3,-7.078528272300965
38455,Vienna_PSMG3_3-Vienna_PSMG3_6,PSMG3,-8.222044876822165
38456,Vienna_PSMG4_1-Vienna_PSMG4_4,PSMG4,-9.1572151911928
38457,Vienna_PSMG4_2-Vienna_PSMG4_5,PSMG4,-9.38851424740032
38458,Vienna_PSMG4_3-Vienna_PSMG4_6,PSMG4,-10.235579461709083
38459,Vienna_PSORS1C1_1-Vienna_PSORS1C1_4,PSORS1C1,-0.24938166466510114
38460,Vienna_PSORS1C1_2-Vienna_PSORS1C1_5,PSORS1C1,-0.8477989583354673
38461,Vienna_PSORS1C1_3-Vienna_PSORS1C1_6,PSORS1C1,-0.5193347325344243
38462,Vienna_PSORS1C2_1-Vienna_PSORS1C2_4,PSORS1C2,-3.072828492899499
38463,Vienna_PSORS1C2_2-Vienna_PSORS1C2_5,PSORS1C2,-1.003801958705085
38464,Vienna_PSORS1C2_3-Vienna_PSORS1C2_6,PSORS1C2,-0.9570612383820762
38465,Vienna_PSPC1_1-Vienna_PSPC1_4,PSPC1,-4.115644541259142
38466,Vienna_PSPC1_2-Vienna_PSPC1_5,PSPC1,-2.2435247788815063
38467,Vienna_PSPC1_3-Vienna_PSPC1_6,PSPC1,-3.8580084787011457
38468,Vienna_PSPH_1-Vienna_PSPH_4,PSPH,-8.438089055140487
38469,Vienna_PSPH_2-Vienna_PSPH_5,PSPH,-7.228913839753958
38470,Vienna_PSPH_3-Vienna_PSPH_6,PSPH,-5.260761040272005
38471,Vienna_PSPN_1-Vienna_PSPN_4,PSPN,-3.941760412455304
38472,Vienna_PSPN_2-Vienna_PSPN_5,PSPN,-1.7443964012326056
38473,Vienna_PSPN_3-Vienna_PSPN_6,PSPN,-1.6433605866704508
38474,Vienna_PSRC1_1-Vienna_PSRC1_4,PSRC1,-3.303342800475005
38475,Vienna_PSRC1_2-Vienna_PSRC1_5,PSRC1,-3.442869015498078
38476,Vienna_PSRC1_3-Vienna_PSRC1_6,PSRC1,-4.1196736033525205
38477,Vienna_PSTK_1-Vienna_PSTK_4,PSTK,-8.748863250498713
38478,Vienna_PSTK_2-Vienna_PSTK_5,PSTK,-7.684589641854305
38479,Vienna_PSTK_3-Vienna_PSTK_6,PSTK,-7.870576517393643
38480,Vienna_PSTPIP1_1-Vienna_PSTPIP1_4,PSTPIP1,-0.8908557808257901
38481,Vienna_PSTPIP1_2-Vienna_PSTPIP1_5,PSTPIP1,-4.998063162048736
38482,Vienna_PSTPIP1_3-Vienna_PSTPIP1_6,PSTPIP1,-0.18429616817386904
38483,Vienna_PSTPIP2_1-Vienna_PSTPIP2_4,PSTPIP2,-0.6463337886152215
38484,Vienna_PSTPIP2_2-Vienna_PSTPIP2_5,PSTPIP2,-0.953116961776437
38485,Vienna_PSTPIP2_3-Vienna_PSTPIP2_6,PSTPIP2,-1.9573852783566745
38486,Vienna_PTAFR_1-Vienna_PTAFR_4,PTAFR,-0.6330816608096046
38487,Vienna_PTAFR_2-Vienna_PTAFR_5,PTAFR,-1.5578840569955417
38488,Vienna_PTAFR_3-Vienna_PTAFR_6,PTAFR,-2.4251263444723774
38489,Vienna_PTAR1_1-Vienna_PTAR1_4,PTAR1,-4.059793332161865
38490,Vienna_PTAR1_2-Vienna_PTAR1_5,PTAR1,-3.422410940972572
38491,Vienna_PTAR1_3-Vienna_PTAR1_6,PTAR1,-2.8137063228750288
38492,Vienna_PTBP1_1-Vienna_PTBP1_4,PTBP1,-3.339301445775018
38493,Vienna_PTBP1_2-Vienna_PTBP1_5,PTBP1,-5.325294894008403
38494,Vienna_PTBP1_3-Vienna_PTBP1_6,PTBP1,-4.4048338245637275
38495,Vienna_PTBP2_1-Vienna_PTBP2_4,PTBP2,-1.7309742624065079
38496,Vienna_PTBP2_2-Vienna_PTBP2_5,PTBP2,-1.6792072333885506
38497,Vienna_PTBP2_3-Vienna_PTBP2_6,PTBP2,-2.1880274571689036
38498,Vienna_PTBP3_1-Vienna_PTBP3_4,PTBP3,-3.2379308862564726
38499,Vienna_PTBP3_2-Vienna_PTBP3_5,PTBP3,-4.402955258670644
38500,Vienna_PTBP3_3-Vienna_PTBP3_6,PTBP3,-2.294959832802313
38501,Vienna_PTCD1_1-Vienna_PTCD1_4,PTCD1,-8.726956852926131
38502,Vienna_PTCD1_2-Vienna_PTCD1_5,PTCD1,-8.06373692041959
38503,Vienna_PTCD1_3-Vienna_PTCD1_6,PTCD1,-8.855636872397074
38504,Vienna_PTCD2_1-Vienna_PTCD2_4,PTCD2,-0.42390390899686936
38505,Vienna_PTCD2_2-Vienna_PTCD2_5,PTCD2,-0.5196835434827791
38506,Vienna_PTCD2_3-Vienna_PTCD2_6,PTCD2,-0.3729698685268742
38507,Vienna_PTCD3_1-Vienna_PTCD3_4,PTCD3,-8.770569336034445
38508,Vienna_PTCD3_2-Vienna_PTCD3_5,PTCD3,-8.495999317374487
38509,Vienna_PTCD3_3-Vienna_PTCD3_6,PTCD3,-8.528123145655336
38510,Vienna_PTCH1_1-Vienna_PTCH1_4,PTCH1,-2.3681454609446706
38511,Vienna_PTCH1_2-Vienna_PTCH1_5,PTCH1,-0.41858233412919055
38512,Vienna_PTCH1_3-Vienna_PTCH1_6,PTCH1,-0.5205698943041122
38513,Vienna_PTCH2_1-Vienna_PTCH2_4,PTCH2,1.106578828922191
38514,Vienna_PTCH2_2-Vienna_PTCH2_5,PTCH2,-1.9856271509607792
38515,Vienna_PTCH2_3-Vienna_PTCH2_6,PTCH2,-5.248743257335668
38516,Vienna_PTCHD1_1-Vienna_PTCHD1_4,PTCHD1,0.3730136530634067
38517,Vienna_PTCHD1_2-Vienna_PTCHD1_5,PTCHD1,-0.24658148949457295
38518,Vienna_PTCHD1_3-Vienna_PTCHD1_6,PTCHD1,0.20579790663266379
38519,Vienna_PTCHD2_1-Vienna_PTCHD2_4,PTCHD2,0.3546795451041164
38520,Vienna_PTCHD2_2-Vienna_PTCHD2_5,PTCHD2,-0.49266991273294275
38521,Vienna_PTCHD2_3-Vienna_PTCHD2_6,PTCHD2,-1.9811075014369965
38522,Vienna_PTCHD3_1-Vienna_PTCHD3_4,PTCHD3,-3.1260218569865637
38523,Vienna_PTCHD3_2-Vienna_PTCHD3_5,PTCHD3,-0.9212693619842719
38524,Vienna_PTCHD3_3-Vienna_PTCHD3_6,PTCHD3,0.13086469116786967
38525,Vienna_PTCHD4_1-Vienna_PTCHD4_4,PTCHD4,-1.6693606699550705
38526,Vienna_PTCHD4_2-Vienna_PTCHD4_5,PTCHD4,0.8323295916927872
38527,Vienna_PTCHD4_3-Vienna_PTCHD4_6,PTCHD4,-1.047370317959275
38528,Vienna_PTCRA_1-Vienna_PTCRA_4,PTCRA,-2.269096304921146
38529,Vienna_PTCRA_2-Vienna_PTCRA_5,PTCRA,-2.4280574575751652
38530,Vienna_PTCRA_3-Vienna_PTCRA_6,PTCRA,-6.591008740340781
38531,Vienna_PTDSS1_1-Vienna_PTDSS1_4,PTDSS1,-8.466081322458141
38532,Vienna_PTDSS1_2-Vienna_PTDSS1_5,PTDSS1,-9.033635322427594
38533,Vienna_PTDSS1_3-Vienna_PTDSS1_6,PTDSS1,-8.446983475866185
38534,Vienna_PTDSS2_1-Vienna_PTDSS2_4,PTDSS2,-1.806073725168198
38535,Vienna_PTDSS2_2-Vienna_PTDSS2_5,PTDSS2,-1.5786578742769173
38536,Vienna_PTEN_1-Vienna_PTEN_4,PTEN,-0.2317405072665442
38537,Vienna_PTEN_2-Vienna_PTEN_5,PTEN,-3.165465807050775
38538,Vienna_PTEN_3-Vienna_PTEN_6,PTEN,0.41220722533797294
38539,Vienna_PTER_1-Vienna_PTER_4,PTER,0.37941130183853367
38540,Vienna_PTER_2-Vienna_PTER_5,PTER,0.7776817463095862
38541,Vienna_PTER_3-Vienna_PTER_6,PTER,0.0293745863191686
38542,Vienna_PTF1A_1-Vienna_PTF1A_4,PTF1A,-1.8338345599526271
38543,Vienna_PTF1A_2-Vienna_PTF1A_5,PTF1A,-0.9820120473020393
38544,Vienna_PTF1A_3-Vienna_PTF1A_6,PTF1A,-2.189956110794186
38545,Vienna_PTGDR_1-Vienna_PTGDR_4,PTGDR,-1.988543872854719
38546,Vienna_PTGDR_2-Vienna_PTGDR_5,PTGDR,-0.9266151546535253
38547,Vienna_PTGDR_3-Vienna_PTGDR_6,PTGDR,-4.01920979333164
38548,Vienna_PTGDR2_1-Vienna_PTGDR2_4,PTGDR2,-0.15653782172525713
38549,Vienna_PTGDR2_2-Vienna_PTGDR2_5,PTGDR2,-1.1798683383569664
38550,Vienna_PTGDR2_3-Vienna_PTGDR2_6,PTGDR2,-1.6320161677285419
38551,Vienna_PTGDS_1-Vienna_PTGDS_4,PTGDS,-2.869337779293169
38552,Vienna_PTGDS_2-Vienna_PTGDS_5,PTGDS,-4.845438583096489
38553,Vienna_PTGDS_3-Vienna_PTGDS_6,PTGDS,-4.4259427076021325
38554,Vienna_PTGER1_3-Vienna_PTGER1_6,PTGER1,-4.883631448970564
38555,Vienna_PTGER2_1-Vienna_PTGER2_4,PTGER2,-0.2804005539934048
38556,Vienna_PTGER2_2-Vienna_PTGER2_5,PTGER2,-0.8841907325908546
38557,Vienna_PTGER2_3-Vienna_PTGER2_6,PTGER2,-0.8123320721467976
38558,Vienna_PTGER3_1-Vienna_PTGER3_4,PTGER3,-0.9083800058996584
38559,Vienna_PTGER3_2-Vienna_PTGER3_5,PTGER3,-2.1440916680544095
38560,Vienna_PTGER3_3-Vienna_PTGER3_6,PTGER3,-2.2122260848355983
38561,Vienna_PTGER4_1-Vienna_PTGER4_4,PTGER4,-1.0738155792629742
38562,Vienna_PTGER4_2-Vienna_PTGER4_5,PTGER4,1.5986163122470014
38563,Vienna_PTGER4_3-Vienna_PTGER4_6,PTGER4,-0.6134539829048262
38564,Vienna_PTGES_1-Vienna_PTGES_4,PTGES,-4.229206207549122
38565,Vienna_PTGES_2-Vienna_PTGES_5,PTGES,-7.34539797877224
38566,Vienna_PTGES_3-Vienna_PTGES_6,PTGES,-0.11061600445016981
38567,Vienna_PTGES2_1-Vienna_PTGES2_4,PTGES2,-2.19590266226562
38568,Vienna_PTGES2_2-Vienna_PTGES2_5,PTGES2,-2.865483841351946
38569,Vienna_PTGES2_3-Vienna_PTGES2_6,PTGES2,-3.123988198542108
38570,Vienna_PTGES3_1-Vienna_PTGES3_4,PTGES3,-2.846025758800226
38571,Vienna_PTGES3_2-Vienna_PTGES3_5,PTGES3,-2.3112324948932663
38572,Vienna_PTGES3_3-Vienna_PTGES3_6,PTGES3,-2.2724131191858232
38573,Vienna_PTGES3L-AARSD1_1-Vienna_PTGES3L-AARSD1_4,PTGES3L-AARSD1,-2.41015764324397
38574,Vienna_PTGES3L-AARSD1_2-Vienna_PTGES3L-AARSD1_5,PTGES3L-AARSD1,-1.280554819488255
38575,Vienna_PTGES3L-AARSD1_3-Vienna_PTGES3L-AARSD1_6,PTGES3L-AARSD1,-2.197284458940592
38576,Vienna_PTGFR_1-Vienna_PTGFR_4,PTGFR,-2.9854290950880076
38577,Vienna_PTGFR_2-Vienna_PTGFR_5,PTGFR,-0.2396736786081192
38578,Vienna_PTGFR_3-Vienna_PTGFR_6,PTGFR,-0.9137374058666323
38579,Vienna_PTGFRN_1-Vienna_PTGFRN_4,PTGFRN,-2.802765418255702
38580,Vienna_PTGFRN_2-Vienna_PTGFRN_5,PTGFRN,0.0991023434070316
38581,Vienna_PTGFRN_3-Vienna_PTGFRN_6,PTGFRN,-5.949350768810571
38582,Vienna_PTGIR_1-Vienna_PTGIR_4,PTGIR,-0.6026296881971679
38583,Vienna_PTGIR_2-Vienna_PTGIR_5,PTGIR,-2.680266250532676
38584,Vienna_PTGIR_3-Vienna_PTGIR_6,PTGIR,-0.32496547068111437
38585,Vienna_PTGIS_1-Vienna_PTGIS_4,PTGIS,-2.0790120346842507
38586,Vienna_PTGIS_2-Vienna_PTGIS_5,PTGIS,-1.6668934608500219
38587,Vienna_PTGIS_3-Vienna_PTGIS_6,PTGIS,-0.9999892558625512
38588,Vienna_PTGR1_1-Vienna_PTGR1_4,PTGR1,-4.210493065170166
38589,Vienna_PTGR1_2-Vienna_PTGR1_5,PTGR1,-1.7080460469417555
38590,Vienna_PTGR1_3-Vienna_PTGR1_6,PTGR1,-3.268867873315654
38591,Vienna_PTGR2_1-Vienna_PTGR2_4,PTGR2,-1.3129069574633645
38592,Vienna_PTGR2_2-Vienna_PTGR2_5,PTGR2,0.8188056047710403
38593,Vienna_PTGR2_3-Vienna_PTGR2_6,PTGR2,-0.842503349650834
38594,Vienna_PTGS1_1-Vienna_PTGS1_4,PTGS1,-1.1966211341853794
38595,Vienna_PTGS1_2-Vienna_PTGS1_5,PTGS1,-1.399013310779203
38596,Vienna_PTGS1_3-Vienna_PTGS1_6,PTGS1,-2.363606099482193
38597,Vienna_PTGS2_1-Vienna_PTGS2_4,PTGS2,-4.566728275808595
38598,Vienna_PTGS2_2-Vienna_PTGS2_5,PTGS2,-5.780900562218926
38599,Vienna_PTGS2_3-Vienna_PTGS2_6,PTGS2,1.1659073407043143
38600,Vienna_PTH_1-Vienna_PTH_4,PTH,0.10676696739854377
38601,Vienna_PTH_2-Vienna_PTH_5,PTH,-2.182858565360029
38602,Vienna_PTH_3-Vienna_PTH_6,PTH,-1.8912516593739144
38603,Vienna_PTH1R_1-Vienna_PTH1R_4,PTH1R,-1.8971780982271607
38604,Vienna_PTH1R_2-Vienna_PTH1R_5,PTH1R,-0.5981828129214698
38605,Vienna_PTH1R_3-Vienna_PTH1R_6,PTH1R,-1.2260734718018267
38606,Vienna_PTH2_1-Vienna_PTH2_4,PTH2,-1.1450638351883236
38607,Vienna_PTH2_2-Vienna_PTH2_5,PTH2,-2.7938191058756714
38608,Vienna_PTH2_3-Vienna_PTH2_6,PTH2,0.34344160884791225
38609,Vienna_PTH2R_1-Vienna_PTH2R_4,PTH2R,-1.6296444322061436
38610,Vienna_PTH2R_2-Vienna_PTH2R_5,PTH2R,-2.4409455976465195
38611,Vienna_PTH2R_3-Vienna_PTH2R_6,PTH2R,0.24992696047796154
38612,Vienna_PTHLH_1-Vienna_PTHLH_4,PTHLH,-0.16485915202464632
38613,Vienna_PTHLH_2-Vienna_PTHLH_5,PTHLH,-1.7727389541026926
38614,Vienna_PTHLH_3-Vienna_PTHLH_6,PTHLH,-1.5709272940471428
38615,Vienna_PTK2_1-Vienna_PTK2_4,PTK2,-3.421238700326307
38616,Vienna_PTK2_3-Vienna_PTK2_6,PTK2,-3.8122970989906158
38617,Vienna_PTK2B_1-Vienna_PTK2B_4,PTK2B,-2.2866896655937907
38618,Vienna_PTK2B_2-Vienna_PTK2B_5,PTK2B,-0.8620763931231862
38619,Vienna_PTK2B_3-Vienna_PTK2B_6,PTK2B,-0.5279843324491492
38620,Vienna_PTK6_1-Vienna_PTK6_4,PTK6,-0.04399594094806639
38621,Vienna_PTK6_2-Vienna_PTK6_5,PTK6,-1.4647726460442267
38622,Vienna_PTK6_3-Vienna_PTK6_6,PTK6,-3.7151459639029847
38623,Vienna_PTK7_1-Vienna_PTK7_4,PTK7,-1.618727972969758
38624,Vienna_PTK7_2-Vienna_PTK7_5,PTK7,-0.906942180932764
38625,Vienna_PTK7_3-Vienna_PTK7_6,PTK7,-0.3287059036535426
38626,Vienna_PTMA_1-Vienna_PTMA_4,PTMA,-3.682822298007708
38627,Vienna_PTMA_2-Vienna_PTMA_5,PTMA,-8.311099752404111
38628,Vienna_PTMA_3-Vienna_PTMA_6,PTMA,-4.213224762836226
38629,Vienna_PTMS_1-Vienna_PTMS_4,PTMS,-1.9328406382301075
38630,Vienna_PTMS_2-Vienna_PTMS_5,PTMS,-1.647253655462734
38631,Vienna_PTMS_3-Vienna_PTMS_6,PTMS,-1.0554746864307891
38632,Vienna_PTN_1-Vienna_PTN_4,PTN,0.8170551377572904
38633,Vienna_PTN_2-Vienna_PTN_5,PTN,-1.7365202503836197
