sgRNA	gene	vienna_v1_single_top3	TECHDEV0012_Vienna_01_01_17	TECHDEV0012_Vienna_01_01_16
Vienna-SERPINA6-2	SERPINA6	49	200	276
Vienna-SERPINA6-3	SERPINA6	79	519	511
Vienna-SERPINA7-1	SERPINA7	68	1040	653
Vienna-SERPINA7-2	SERPINA7	79	600	485
Vienna-SERPINA7-3	SERPINA7	45	157	210
Vienna-SERPINA9-1	SERPINA9	27	77	48
Vienna-SERPINA9-2	SERPINA9	49	68	94
Vienna-SERPINA9-3	SERPINA9	99	422	560
Vienna-SERPINB1-1	SERPINB1	88	714	380
Vienna-SERPINB1-2	SERPINB1	66	524	442
Vienna-SERPINB1-3	SERPINB1	47	332	383
Vienna-SERPINB10-1	SERPINB10	83	848	647
Vienna-SERPINB10-2	SERPINB10	77	764	603
Vienna-SERPINB10-3	SERPINB10	94	1250	1015
Vienna-SERPINB11-1	SERPINB11	65	648	692
Vienna-SERPINB11-2	SERPINB11	48	227	176
Vienna-SERPINB11-3	SERPINB11	80	555	324
Vienna-SERPINB12-1	SERPINB12	72	471	320
Vienna-SERPINB12-2	SERPINB12	74	443	675
Vienna-SERPINB12-3	SERPINB12	56	204	235
Vienna-SERPINB13-1	SERPINB13	50	306	214
Vienna-SERPINB13-2	SERPINB13	46	259	182
Vienna-SERPINB13-3	SERPINB13	97	676	488
Vienna-SERPINB2-1	SERPINB2	92	488	286
Vienna-SERPINB2-2	SERPINB2	31	345	322
Vienna-SERPINB2-3	SERPINB2	71	508	173
Vienna-SERPINB3-1	SERPINB3	42	676	525
Vienna-SERPINB3-2	SERPINB3	139	1059	878
Vienna-SERPINB3-3	SERPINB3	43	414	283
Vienna-SERPINB4-1	SERPINB4	57	371	414
Vienna-SERPINB4-2	SERPINB4	10	70	22
Vienna-SERPINB4-3	SERPINB4	78	385	274
Vienna-SERPINB5-1	SERPINB5	83	234	225
Vienna-SERPINB5-2	SERPINB5	34	334	196
Vienna-SERPINB5-3	SERPINB5	43	546	400
Vienna-SERPINB6-1	SERPINB6	49	316	342
Vienna-SERPINB6-2	SERPINB6	115	849	664
Vienna-SERPINB6-3	SERPINB6	75	311	206
Vienna-SERPINB7-1	SERPINB7	48	103	129
Vienna-SERPINB7-2	SERPINB7	68	833	910
Vienna-SERPINB7-3	SERPINB7	79	420	401
Vienna-SERPINB8-1	SERPINB8	47	287	188
Vienna-SERPINB8-2	SERPINB8	28	139	105
Vienna-SERPINB8-3	SERPINB8	101	1315	1140
Vienna-SERPINB9-1	SERPINB9	66	211	312
Vienna-SERPINB9-2	SERPINB9	53	775	730
Vienna-SERPINB9-3	SERPINB9	114	646	463
Vienna-SERPINC1-1	SERPINC1	105	680	319
Vienna-SERPINC1-2	SERPINC1	95	519	834
Vienna-SERPINC1-3	SERPINC1	114	798	850
Vienna-SERPIND1-1	SERPIND1	117	428	385
Vienna-SERPIND1-2	SERPIND1	68	1342	911
Vienna-SERPIND1-3	SERPIND1	38	424	258
Vienna-SERPINE1-1	SERPINE1	70	559	236
Vienna-SERPINE1-2	SERPINE1	65	508	238
Vienna-SERPINE1-3	SERPINE1	82	1086	1062
Vienna-SERPINE2-1	SERPINE2	120	1013	855
Vienna-SERPINE2-2	SERPINE2	67	224	197
Vienna-SERPINE2-3	SERPINE2	90	967	636
Vienna-SERPINE3-1	SERPINE3	80	474	1307
Vienna-SERPINE3-2	SERPINE3	50	570	353
Vienna-SERPINE3-3	SERPINE3	111	874	446
Vienna-SERPINF1-1	SERPINF1	95	298	255
Vienna-SERPINF1-2	SERPINF1	40	354	179
Vienna-SERPINF1-3	SERPINF1	81	188	224
Vienna-SERPINF2-1	SERPINF2	75	604	319
Vienna-SERPINF2-2	SERPINF2	269	1143	948
Vienna-SERPINF2-3	SERPINF2	77	186	142
Vienna-SERPING1-1	SERPING1	114	447	312
Vienna-SERPING1-2	SERPING1	97	398	341
Vienna-SERPING1-3	SERPING1	99	37	46
Vienna-SERPINH1-1	SERPINH1	77	344	276
Vienna-SERPINH1-2	SERPINH1	165	755	890
Vienna-SERPINH1-3	SERPINH1	79	374	289
Vienna-SERPINI1-1	SERPINI1	26	46	132
Vienna-SERPINI1-2	SERPINI1	33	239	284
Vienna-SERPINI1-3	SERPINI1	101	544	504
Vienna-SERPINI2-1	SERPINI2	45	403	346
Vienna-SERPINI2-2	SERPINI2	42	188	236
Vienna-SERPINI2-3	SERPINI2	63	290	187
Vienna-SERTAD1-1	SERTAD1	80	1009	551
Vienna-SERTAD1-2	SERTAD1	124	611	616
Vienna-SERTAD1-3	SERTAD1	88	635	364
Vienna-SERTAD2-1	SERTAD2	105	410	537
Vienna-SERTAD2-2	SERTAD2	80	6	24
Vienna-SERTAD2-3	SERTAD2	74	434	365
Vienna-SERTAD3-1	SERTAD3	118	1590	1191
Vienna-SERTAD3-2	SERTAD3	119	752	831
Vienna-SERTAD3-3	SERTAD3	72	529	260
Vienna-SERTAD4-1	SERTAD4	71	162	214
Vienna-SERTAD4-2	SERTAD4	97	929	694
Vienna-SERTAD4-3	SERTAD4	94	829	778
Vienna-SERTM1-1	SERTM1	58	504	425
Vienna-SERTM1-2	SERTM1	81	462	199
Vienna-SERTM1-3	SERTM1	44	275	187
Vienna-SESN1-1	SESN1	29	254	110
Vienna-SESN1-2	SESN1	120	441	325
Vienna-SESN1-3	SESN1	64	352	205
Vienna-SESN2-1	SESN2	84	301	302
Vienna-SESN2-2	SESN2	125	1019	473
Vienna-SESN2-3	SESN2	64	833	558
Vienna-SESN3-1	SESN3	61	305	200
Vienna-SESN3-2	SESN3	37	90	155
Vienna-SESN3-3	SESN3	52	548	433
Vienna-SESTD1-1	SESTD1	66	234	192
Vienna-SESTD1-2	SESTD1	63	337	240
Vienna-SESTD1-3	SESTD1	74	515	295
Vienna-SET-1	SET	60	137	89
Vienna-SET-2	SET	60	0	0
Vienna-SET-3	SET	63	79	105
Vienna-SETBP1-1	SETBP1	65	403	411
Vienna-SETBP1-2	SETBP1	82	506	493
Vienna-SETBP1-3	SETBP1	111	1306	798
Vienna-SETD1A-1	SETD1A	88	19	36
Vienna-SETD1A-2	SETD1A	136	1	0
Vienna-SETD1A-3	SETD1A	80	66	27
Vienna-SETD1B-1	SETD1B	76	223	313
Vienna-SETD1B-2	SETD1B	58	307	188
Vienna-SETD1B-3	SETD1B	114	1089	875
Vienna-SETD2-1	SETD2	49	23	11
Vienna-SETD2-2	SETD2	127	29	9
Vienna-SETD2-3	SETD2	37	1	0
Vienna-SETD3-1	SETD3	28	70	38
Vienna-SETD3-2	SETD3	81	475	299
Vienna-SETD3-3	SETD3	104	1268	1154
Vienna-SETD4-1	SETD4	87	544	287
Vienna-SETD4-2	SETD4	106	643	521
Vienna-SETD4-3	SETD4	73	733	410
Vienna-SETD5-1	SETD5	37	242	262
Vienna-SETD5-2	SETD5	52	359	212
Vienna-SETD5-3	SETD5	88	586	490
Vienna-SETD6-1	SETD6	66	293	201
Vienna-SETD6-2	SETD6	86	385	696
Vienna-SETD6-3	SETD6	62	137	234
Vienna-SETD7-1	SETD7	70	695	556
Vienna-SETD7-2	SETD7	63	757	690
Vienna-SETD7-3	SETD7	100	573	347
Vienna-SETD9-1	SETD9	78	321	227
Vienna-SETD9-2	SETD9	116	403	337
Vienna-SETD9-3	SETD9	74	1157	693
Vienna-SETDB1-1	SETDB1	71	412	535
Vienna-SETDB1-2	SETDB1	116	149	120
Vienna-SETDB1-3	SETDB1	169	231	214
Vienna-SETDB2-1	SETDB2	57	188	432
Vienna-SETDB2-2	SETDB2	87	582	383
Vienna-SETDB2-3	SETDB2	89	847	693
Vienna-SETMAR-1	SETMAR	97	246	240
Vienna-SETMAR-2	SETMAR	98	679	527
Vienna-SETMAR-3	SETMAR	115	1296	992
Vienna-SETSIP-1	SETSIP	90	558	574
Vienna-SETSIP-2	SETSIP	43	234	137
Vienna-SETSIP-3	SETSIP	49	24	27
Vienna-SETX-1	SETX	88	321	203
Vienna-SETX-2	SETX	73	207	354
Vienna-SETX-3	SETX	72	274	275
Vienna-SEZ6-1	SEZ6	94	322	118
Vienna-SEZ6-2	SEZ6	128	444	220
Vienna-SEZ6-3	SEZ6	83	830	604
Vienna-SEZ6L-1	SEZ6L	126	934	591
Vienna-SEZ6L-2	SEZ6L	66	347	416
Vienna-SEZ6L-3	SEZ6L	68	7	28
Vienna-SEZ6L2-1	SEZ6L2	46	131	257
Vienna-SEZ6L2-2	SEZ6L2	105	766	486
Vienna-SEZ6L2-3	SEZ6L2	37	285	169
Vienna-SF1-1	SF1	45	0	0
Vienna-SF1-2	SF1	82	340	135
Vienna-SF1-3	SF1	109	0	0
Vienna-SF3A1-1	SF3A1	55	0	0
Vienna-SF3A1-2	SF3A1	95	64	54
Vienna-SF3A1-3	SF3A1	61	9	0
Vienna-SF3A2-1	SF3A2	79	0	0
Vienna-SF3A2-2	SF3A2	46	0	6
Vienna-SF3A2-3	SF3A2	103	42	0
Vienna-SF3A3-1	SF3A3	50	0	0
Vienna-SF3A3-2	SF3A3	58	0	0
Vienna-SF3A3-3	SF3A3	60	20	0
Vienna-SF3B1-1	SF3B1	72	17	0
Vienna-SF3B1-2	SF3B1	69	4	1
Vienna-SF3B1-3	SF3B1	27	12	0
Vienna-SF3B2-1	SF3B2	48	0	0
Vienna-SF3B2-2	SF3B2	69	21	4
Vienna-SF3B2-3	SF3B2	101	0	5
Vienna-SF3B3-1	SF3B3	113	4	46
Vienna-SF3B3-2	SF3B3	44	0	0
Vienna-SF3B3-3	SF3B3	125	6	0
Vienna-SF3B4-1	SF3B4	95	1	0
Vienna-SF3B4-2	SF3B4	55	0	6
Vienna-SF3B4-3	SF3B4	136	20	0
Vienna-SF3B5-1	SF3B5	119	15	0
Vienna-SF3B5-2	SF3B5	204	0	0
Vienna-SF3B5-3	SF3B5	121	87	76
Vienna-SF3B6-1	SF3B6	60	0	0
Vienna-SF3B6-2	SF3B6	48	23	7
Vienna-SF3B6-3	SF3B6	83	0	2
Vienna-SFI1-1	SFI1	64	447	738
Vienna-SFI1-2	SFI1	114	786	372
Vienna-SFI1-3	SFI1	50	18	10
Vienna-SFMBT1-1	SFMBT1	58	131	136
Vienna-SFMBT1-2	SFMBT1	79	483	293
Vienna-SFMBT1-3	SFMBT1	72	602	468
Vienna-SFMBT2-1	SFMBT2	92	520	578
Vienna-SFMBT2-2	SFMBT2	45	413	324
Vienna-SFMBT2-3	SFMBT2	108	238	82
Vienna-SFN-1	SFN	127	1045	718
Vienna-SFN-2	SFN	82	720	916
Vienna-SFN-3	SFN	46	267	200
Vienna-SFPQ-1	SFPQ	54	79	127
Vienna-SFPQ-2	SFPQ	2	0	0
Vienna-SFPQ-3	SFPQ	90	9	3
Vienna-SFR1-1	SFR1	67	186	96
Vienna-SFR1-2	SFR1	52	294	229
Vienna-SFR1-3	SFR1	67	259	150
Vienna-SFRP1-1	SFRP1	114	1184	822
Vienna-SFRP1-2	SFRP1	94	724	907
Vienna-SFRP1-3	SFRP1	102	582	687
Vienna-SFRP2-1	SFRP2	94	456	349
Vienna-SFRP2-2	SFRP2	145	1161	834
Vienna-SFRP2-3	SFRP2	96	315	218
Vienna-SFRP4-1	SFRP4	102	389	282
Vienna-SFRP4-2	SFRP4	72	520	563
Vienna-SFRP4-3	SFRP4	106	971	682
Vienna-SFRP5-1	SFRP5	100	687	291
Vienna-SFRP5-2	SFRP5	71	489	474
Vienna-SFRP5-3	SFRP5	64	299	114
Vienna-SFSWAP-1	SFSWAP	68	0	3
Vienna-SFSWAP-2	SFSWAP	59	199	257
Vienna-SFSWAP-3	SFSWAP	95	299	309
Vienna-SFT2D1-1	SFT2D1	57	327	139
Vienna-SFT2D1-2	SFT2D1	91	1130	839
Vienna-SFT2D1-3	SFT2D1	91	1164	732
Vienna-SFT2D2-1	SFT2D2	55	69	116
Vienna-SFT2D2-2	SFT2D2	77	317	446
Vienna-SFT2D2-3	SFT2D2	60	166	244
Vienna-SFT2D3-1	SFT2D3	111	21	118
Vienna-SFT2D3-2	SFT2D3	154	809	927
Vienna-SFT2D3-3	SFT2D3	98	684	486
Vienna-SFTA2-1	SFTA2	151	505	388
Vienna-SFTA2-2	SFTA2	44	260	261
Vienna-SFTA2-3	SFTA2	90	1142	655
Vienna-SFTA3-1	SFTA3	99	1516	872
Vienna-SFTA3-2	SFTA3	82	267	378
Vienna-SFTA3-3	SFTA3	148	724	882
Vienna-SFTPA1-1	SFTPA1	208	1929	1627
Vienna-SFTPA1-2	SFTPA1	54	266	234
Vienna-SFTPA1-3	SFTPA1	75	125	112
Vienna-SFTPA2-1	SFTPA2	70	0	0
Vienna-SFTPA2-2	SFTPA2	76	562	190
Vienna-SFTPA2-3	SFTPA2	65	859	591
Vienna-SFTPB-1	SFTPB	32	351	235
Vienna-SFTPB-2	SFTPB	147	578	155
Vienna-SFTPB-3	SFTPB	85	17	1
Vienna-SFTPC-1	SFTPC	45	597	216
Vienna-SFTPC-2	SFTPC	67	642	457
Vienna-SFTPC-3	SFTPC	121	1137	859
Vienna-SFTPD-1	SFTPD	139	578	366
Vienna-SFTPD-2	SFTPD	55	14	0
Vienna-SFTPD-3	SFTPD	86	309	395
Vienna-SFXN1-1	SFXN1	63	639	332
Vienna-SFXN1-2	SFXN1	92	673	446
Vienna-SFXN1-3	SFXN1	72	273	164
Vienna-SFXN2-1	SFXN2	30	563	421
Vienna-SFXN2-2	SFXN2	71	480	440
Vienna-SFXN2-3	SFXN2	126	857	753
Vienna-SFXN3-1	SFXN3	111	676	323
Vienna-SFXN3-2	SFXN3	147	1145	828
Vienna-SFXN3-3	SFXN3	15	0	0
Vienna-SFXN4-1	SFXN4	83	331	321
Vienna-SFXN4-2	SFXN4	52	608	306
Vienna-SFXN4-3	SFXN4	87	418	340
Vienna-SFXN5-1	SFXN5	136	791	720
Vienna-SFXN5-2	SFXN5	58	131	176
Vienna-SFXN5-3	SFXN5	96	496	613
Vienna-SGCA-1	SGCA	63	95	156
Vienna-SGCA-2	SGCA	47	340	219
Vienna-SGCA-3	SGCA	101	338	282
Vienna-SGCB-1	SGCB	66	276	213
Vienna-SGCB-2	SGCB	53	139	197
Vienna-SGCB-3	SGCB	46	118	120
Vienna-SGCD-1	SGCD	76	681	275
Vienna-SGCD-2	SGCD	80	897	531
Vienna-SGCD-3	SGCD	92	1083	1083
Vienna-SGCE-1	SGCE	160	652	370
Vienna-SGCE-2	SGCE	100	937	1270
Vienna-SGCE-3	SGCE	17	13	46
Vienna-SGCG-1	SGCG	68	292	586
Vienna-SGCG-2	SGCG	43	105	28
Vienna-SGCG-3	SGCG	62	627	268
Vienna-SGCZ-1	SGCZ	171	2097	1662
Vienna-SGCZ-2	SGCZ	173	2097	1662
Vienna-SGCZ-3	SGCZ	95	828	710
Vienna-SGF29-1	SGF29	134	35	28
Vienna-SGF29-2	SGF29	54	59	46
Vienna-SGF29-3	SGF29	58	23	49
Vienna-SGIP1-1	SGIP1	80	300	147
Vienna-SGIP1-2	SGIP1	78	259	231
Vienna-SGIP1-3	SGIP1	38	193	315
Vienna-SGK1-1	SGK1	62	525	262
Vienna-SGK1-2	SGK1	46	101	181
Vienna-SGK1-3	SGK1	62	258	191
Vienna-SGK2-1	SGK2	92	683	654
Vienna-SGK2-2	SGK2	51	654	651
Vienna-SGK2-3	SGK2	71	749	590
Vienna-SGK223-1	SGK223	54	161	157
Vienna-SGK223-2	SGK223	122	1059	700
Vienna-SGK223-3	SGK223	116	1658	1538
Vienna-SGK3-1	SGK3	43	126	143
Vienna-SGK3-2	SGK3	87	119	203
Vienna-SGK3-3	SGK3	56	106	105
Vienna-SGK494-1	SGK494	123	83	43
Vienna-SGK494-2	SGK494	77	641	471
Vienna-SGK494-3	SGK494	53	180	130
Vienna-SGMS1-1	SGMS1	102	622	315
Vienna-SGMS1-2	SGMS1	105	659	336
Vienna-SGMS1-3	SGMS1	91	457	339
Vienna-SGMS2-1	SGMS2	66	205	334
Vienna-SGMS2-2	SGMS2	113	991	1042
Vienna-SGMS2-3	SGMS2	89	579	817
Vienna-SGOL1-1	SGOL1	35	0	0
Vienna-SGOL1-2	SGOL1	82	56	17
Vienna-SGOL1-3	SGOL1	21	36	6
Vienna-SGOL2-1	SGOL2	96	591	392
Vienna-SGOL2-2	SGOL2	67	228	289
Vienna-SGOL2-3	SGOL2	94	876	525
Vienna-SGPL1-1	SGPL1	68	490	369
Vienna-SGPL1-2	SGPL1	47	318	455
Vienna-SGPL1-3	SGPL1	46	757	369
Vienna-SGPP1-1	SGPP1	92	460	351
Vienna-SGPP1-2	SGPP1	93	439	610
Vienna-SGPP1-3	SGPP1	44	463	190
Vienna-SGPP2-1	SGPP2	131	1642	1197
Vienna-SGPP2-2	SGPP2	35	144	174
Vienna-SGPP2-3	SGPP2	82	298	384
Vienna-SGSH-1	SGSH	135	768	430
Vienna-SGSH-2	SGSH	67	66	72
Vienna-SGSH-3	SGSH	83	495	352
Vienna-SGSM1-1	SGSM1	88	693	410
Vienna-SGSM1-2	SGSM1	107	516	676
Vienna-SGSM1-3	SGSM1	103	958	718
Vienna-SGSM2-1	SGSM2	55	114	120
Vienna-SGSM2-2	SGSM2	46	241	292
Vienna-SGSM2-3	SGSM2	96	318	235
Vienna-SGSM3-1	SGSM3	60	116	92
Vienna-SGSM3-2	SGSM3	57	612	587
Vienna-SGSM3-3	SGSM3	112	1172	1136
Vienna-SGTA-1	SGTA	58	247	422
Vienna-SGTA-2	SGTA	73	477	415
Vienna-SGTA-3	SGTA	138	350	279
Vienna-SGTB-1	SGTB	89	1296	478
Vienna-SGTB-2	SGTB	55	520	392
Vienna-SGTB-3	SGTB	46	368	175
Vienna-SH2B1-1	SH2B1	110	423	530
Vienna-SH2B1-2	SH2B1	90	487	377
Vienna-SH2B1-3	SH2B1	111	865	703
Vienna-SH2B2-1	SH2B2	49	520	353
Vienna-SH2B2-2	SH2B2	103	1225	758
Vienna-SH2B2-3	SH2B2	171	616	342
Vienna-SH2B3-1	SH2B3	86	902	960
Vienna-SH2B3-2	SH2B3	196	1635	1411
Vienna-SH2B3-3	SH2B3	91	725	364
Vienna-SH2D1A-1	SH2D1A	42	291	85
Vienna-SH2D1A-2	SH2D1A	59	214	283
Vienna-SH2D1A-3	SH2D1A	71	1105	527
Vienna-SH2D1B-1	SH2D1B	47	356	205
Vienna-SH2D1B-2	SH2D1B	92	779	563
Vienna-SH2D1B-3	SH2D1B	113	704	769
Vienna-SH2D2A-1	SH2D2A	81	263	206
Vienna-SH2D2A-2	SH2D2A	116	607	450
Vienna-SH2D2A-3	SH2D2A	104	315	284
Vienna-SH2D3A-1	SH2D3A	111	354	364
Vienna-SH2D3A-2	SH2D3A	93	147	327
Vienna-SH2D3A-3	SH2D3A	62	3	10
Vienna-SH2D3C-1	SH2D3C	88	675	412
Vienna-SH2D3C-2	SH2D3C	114	415	463
Vienna-SH2D3C-3	SH2D3C	70	15	5
Vienna-SH2D4A-1	SH2D4A	99	1205	944
Vienna-SH2D4A-2	SH2D4A	58	341	307
Vienna-SH2D4A-3	SH2D4A	70	485	372
Vienna-SH2D4B-1	SH2D4B	91	381	114
Vienna-SH2D4B-2	SH2D4B	110	635	516
Vienna-SH2D4B-3	SH2D4B	78	579	482
Vienna-SH2D5-1	SH2D5	117	1719	1107
Vienna-SH2D5-2	SH2D5	80	642	900
Vienna-SH2D5-3	SH2D5	94	558	707
Vienna-SH2D6-1	SH2D6	49	154	4
Vienna-SH2D6-2	SH2D6	106	696	374
Vienna-SH2D6-3	SH2D6	86	10	4
Vienna-SH2D7-1	SH2D7	33	223	31
Vienna-SH2D7-2	SH2D7	107	0	0
Vienna-SH2D7-3	SH2D7	93	885	666
Vienna-SH3BGR-1	SH3BGR	65	268	141
Vienna-SH3BGR-2	SH3BGR	157	911	504
Vienna-SH3BGR-3	SH3BGR	94	554	577
Vienna-SH3BGRL-1	SH3BGRL	44	580	544
Vienna-SH3BGRL-2	SH3BGRL	7	1	23
Vienna-SH3BGRL-3	SH3BGRL	113	1318	934
Vienna-SH3BGRL2-1	SH3BGRL2	120	1443	907
Vienna-SH3BGRL2-2	SH3BGRL2	89	296	126
Vienna-SH3BGRL2-3	SH3BGRL2	61	413	224
Vienna-SH3BGRL3-1	SH3BGRL3	61	302	335
Vienna-SH3BGRL3-2	SH3BGRL3	59	360	445
Vienna-SH3BGRL3-3	SH3BGRL3	13	317	233
Vienna-SH3BP1-1	SH3BP1	69	1	0
Vienna-SH3BP1-2	SH3BP1	73	542	434
Vienna-SH3BP1-3	SH3BP1	85	1588	967
Vienna-SH3BP2-1	SH3BP2	105	639	464
Vienna-SH3BP2-2	SH3BP2	84	995	891
Vienna-SH3BP2-3	SH3BP2	81	551	434
Vienna-SH3BP4-1	SH3BP4	113	159	290
Vienna-SH3BP4-2	SH3BP4	77	1049	801
Vienna-SH3BP4-3	SH3BP4	104	813	998
Vienna-SH3BP5-1	SH3BP5	78	600	490
Vienna-SH3BP5-2	SH3BP5	96	743	614
Vienna-SH3BP5-3	SH3BP5	91	1635	670
Vienna-SH3BP5L-1	SH3BP5L	82	648	505
Vienna-SH3BP5L-2	SH3BP5L	186	727	658
Vienna-SH3BP5L-3	SH3BP5L	82	935	725
Vienna-SH3D19-1	SH3D19	65	607	450
Vienna-SH3D19-2	SH3D19	60	458	338
Vienna-SH3D19-3	SH3D19	46	158	193
Vienna-SH3D21-1	SH3D21	65	324	207
Vienna-SH3D21-2	SH3D21	161	1765	1645
Vienna-SH3D21-3	SH3D21	59	415	277
Vienna-SH3GL1-1	SH3GL1	64	42	15
Vienna-SH3GL1-2	SH3GL1	92	29	39
Vienna-SH3GL1-3	SH3GL1	102	119	106
Vienna-SH3GL2-1	SH3GL2	85	5	0
Vienna-SH3GL2-2	SH3GL2	33	144	103
Vienna-SH3GL2-3	SH3GL2	90	1198	1168
Vienna-SH3GL3-1	SH3GL3	69	301	241
Vienna-SH3GL3-2	SH3GL3	59	594	730
Vienna-SH3GL3-3	SH3GL3	82	665	438
Vienna-SH3GLB1-1	SH3GLB1	118	837	604
Vienna-SH3GLB1-2	SH3GLB1	46	204	191
Vienna-SH3GLB1-3	SH3GLB1	76	619	543
Vienna-SH3GLB2-1	SH3GLB2	55	218	233
Vienna-SH3GLB2-2	SH3GLB2	55	375	284
Vienna-SH3GLB2-3	SH3GLB2	100	244	81
Vienna-SH3KBP1-1	SH3KBP1	15	52	50
Vienna-SH3KBP1-2	SH3KBP1	96	63	9
Vienna-SH3KBP1-3	SH3KBP1	30	115	138
Vienna-SH3PXD2A-1	SH3PXD2A	113	277	279
Vienna-SH3PXD2A-2	SH3PXD2A	68	462	361
Vienna-SH3PXD2A-3	SH3PXD2A	59	318	279
Vienna-SH3PXD2B-1	SH3PXD2B	93	996	966
Vienna-SH3PXD2B-2	SH3PXD2B	63	882	438
Vienna-SH3PXD2B-3	SH3PXD2B	136	24	50
Vienna-SH3RF1-1	SH3RF1	63	534	338
Vienna-SH3RF1-2	SH3RF1	122	1495	1106
Vienna-SH3RF1-3	SH3RF1	63	461	333
Vienna-SH3RF2-1	SH3RF2	66	521	473
Vienna-SH3RF2-2	SH3RF2	85	591	610
Vienna-SH3RF2-3	SH3RF2	90	46	24
Vienna-SH3RF3-1	SH3RF3	87	1352	803
Vienna-SH3RF3-2	SH3RF3	46	358	374
Vienna-SH3RF3-3	SH3RF3	113	484	328
Vienna-SH3TC1-1	SH3TC1	106	376	486
Vienna-SH3TC1-2	SH3TC1	67	529	453
Vienna-SH3TC1-3	SH3TC1	73	722	711
Vienna-SH3TC2-1	SH3TC2	73	322	233
Vienna-SH3TC2-2	SH3TC2	66	448	356
Vienna-SH3TC2-3	SH3TC2	71	18	43
Vienna-SH3YL1-1	SH3YL1	101	1349	806
Vienna-SH3YL1-2	SH3YL1	106	1108	852
Vienna-SH3YL1-3	SH3YL1	104	952	634
Vienna-SHANK1-1	SHANK1	130	655	475
Vienna-SHANK1-2	SHANK1	87	816	607
Vienna-SHANK1-3	SHANK1	106	650	512
Vienna-SHANK2-1	SHANK2	90	1798	1125
Vienna-SHANK2-2	SHANK2	118	1165	1443
Vienna-SHANK2-3	SHANK2	44	481	293
Vienna-SHANK3-1	SHANK3	94	617	532
Vienna-SHANK3-2	SHANK3	84	424	223
Vienna-SHANK3-3	SHANK3	62	370	289
Vienna-SHARPIN-1	SHARPIN	100	490	236
Vienna-SHARPIN-2	SHARPIN	42	250	323
Vienna-SHARPIN-3	SHARPIN	92	246	155
Vienna-SHB-1	SHB	43	419	199
Vienna-SHB-2	SHB	54	610	495
Vienna-SHB-3	SHB	68	423	516
Vienna-SHBG-1	SHBG	71	414	207
Vienna-SHBG-2	SHBG	28	226	290
Vienna-SHBG-3	SHBG	72	220	175
Vienna-SHC1-1	SHC1	76	216	34
Vienna-SHC1-2	SHC1	65	52	67
Vienna-SHC1-3	SHC1	73	44	56
Vienna-SHC2-1	SHC2	58	291	337
Vienna-SHC2-2	SHC2	144	878	973
Vienna-SHC2-3	SHC2	110	376	368
Vienna-SHC3-1	SHC3	134	965	589
Vienna-SHC3-2	SHC3	66	363	324
Vienna-SHC3-3	SHC3	67	271	206
Vienna-SHC4-1	SHC4	43	174	8
Vienna-SHC4-2	SHC4	71	355	244
Vienna-SHC4-3	SHC4	75	344	257
Vienna-SHCBP1-1	SHCBP1	72	230	166
Vienna-SHCBP1-2	SHCBP1	62	364	208
Vienna-SHCBP1-3	SHCBP1	46	76	49
Vienna-SHCBP1L-1	SHCBP1L	65	293	434
Vienna-SHCBP1L-2	SHCBP1L	109	921	645
Vienna-SHCBP1L-3	SHCBP1L	89	308	181
Vienna-SHD-1	SHD	44	84	170
Vienna-SHD-2	SHD	73	870	399
Vienna-SHD-3	SHD	77	279	520
Vienna-SHE-1	SHE	91	2	0
Vienna-SHE-2	SHE	49	225	280
Vienna-SHE-3	SHE	142	1043	947
Vienna-SHF-1	SHF	59	299	184
Vienna-SHF-2	SHF	59	608	614
Vienna-SHF-3	SHF	102	683	725
Vienna-SHFM1-1	SHFM1	77	7	26
Vienna-SHFM1-2	SHFM1	41	16	4
Vienna-SHFM1-3	SHFM1	46	47	59
Vienna-SHH-1	SHH	122	75	92
Vienna-SHH-2	SHH	95	721	498
Vienna-SHH-3	SHH	87	598	609
Vienna-SHISA2-1	SHISA2	58	688	665
Vienna-SHISA2-2	SHISA2	87	689	728
Vienna-SHISA2-3	SHISA2	43	129	84
Vienna-SHISA3-1	SHISA3	100	955	757
Vienna-SHISA3-2	SHISA3	85	1049	1087
Vienna-SHISA3-3	SHISA3	60	250	137
Vienna-SHISA4-1	SHISA4	111	493	440
Vienna-SHISA4-2	SHISA4	146	1403	1343
Vienna-SHISA4-3	SHISA4	52	74	27
Vienna-SHISA5-1	SHISA5	128	272	404
Vienna-SHISA5-2	SHISA5	94	760	545
Vienna-SHISA5-3	SHISA5	95	383	542
Vienna-SHISA6-1	SHISA6	102	618	657
Vienna-SHISA6-2	SHISA6	119	470	449
Vienna-SHISA6-3	SHISA6	69	355	231
Vienna-SHISA7-1	SHISA7	181	2069	1017
Vienna-SHISA7-2	SHISA7	70	436	337
Vienna-SHISA7-3	SHISA7	148	1428	1122
Vienna-SHISA8-1	SHISA8	67	471	217
Vienna-SHISA8-2	SHISA8	78	862	559
Vienna-SHISA8-3	SHISA8	161	1094	1032
Vienna-SHISA9-1	SHISA9	55	140	219
Vienna-SHISA9-2	SHISA9	72	759	715
Vienna-SHISA9-3	SHISA9	142	724	696
Vienna-SHKBP1-1	SHKBP1	65	231	278
Vienna-SHKBP1-2	SHKBP1	61	297	237
Vienna-SHKBP1-3	SHKBP1	127	671	467
Vienna-SHMT1-1	SHMT1	83	52	36
Vienna-SHMT1-2	SHMT1	107	463	164
