sgRNA	gene	vienna_v1_single_top3	TECHDEV0012_Vienna_01_01_17	TECHDEV0012_Vienna_01_01_16
Vienna-SHMT1-3	SHMT1	65	370	351
Vienna-SHMT2-1	SHMT2	76	641	409
Vienna-SHMT2-2	SHMT2	68	22	0
Vienna-SHMT2-3	SHMT2	132	505	436
Vienna-SHOC2-1	SHOC2	70	420	214
Vienna-SHOC2-2	SHOC2	72	424	224
Vienna-SHOC2-3	SHOC2	92	380	95
Vienna-SHOX-1	SHOX	156	698	525
Vienna-SHOX-2	SHOX	107	390	718
Vienna-SHOX-3	SHOX	166	966	1213
Vienna-SHOX2-1	SHOX2	110	1136	1275
Vienna-SHOX2-2	SHOX2	124	1080	649
Vienna-SHOX2-3	SHOX2	71	617	447
Vienna-SHPK-1	SHPK	113	5	59
Vienna-SHPK-2	SHPK	125	826	756
Vienna-SHPK-3	SHPK	65	289	316
Vienna-SHPRH-1	SHPRH	80	323	204
Vienna-SHPRH-2	SHPRH	35	915	245
Vienna-SHPRH-3	SHPRH	52	724	527
Vienna-SHQ1-1	SHQ1	73	47	0
Vienna-SHQ1-2	SHQ1	54	11	0
Vienna-SHQ1-3	SHQ1	44	0	0
Vienna-SHROOM1-1	SHROOM1	64	511	312
Vienna-SHROOM1-2	SHROOM1	126	126	1
Vienna-SHROOM1-3	SHROOM1	69	210	230
Vienna-SHROOM2-1	SHROOM2	129	1349	680
Vienna-SHROOM2-2	SHROOM2	77	178	144
Vienna-SHROOM2-3	SHROOM2	98	1326	880
Vienna-SHROOM3-1	SHROOM3	52	102	97
Vienna-SHROOM3-2	SHROOM3	92	902	763
Vienna-SHROOM3-3	SHROOM3	88	931	740
Vienna-SHROOM4-1	SHROOM4	91	127	80
Vienna-SHROOM4-2	SHROOM4	53	185	260
Vienna-SHROOM4-3	SHROOM4	61	271	144
Vienna-SHTN1-1	SHTN1	92	833	809
Vienna-SHTN1-2	SHTN1	85	964	748
Vienna-SHTN1-3	SHTN1	35	630	212
Vienna-SI-1	SI	55	210	234
Vienna-SI-2	SI	39	218	193
Vienna-SI-3	SI	41	337	239
Vienna-SIAE-1	SIAE	80	294	370
Vienna-SIAE-2	SIAE	58	377	438
Vienna-SIAE-3	SIAE	48	209	293
Vienna-SIAH1-1	SIAH1	60	82	134
Vienna-SIAH1-2	SIAH1	117	178	134
Vienna-SIAH1-3	SIAH1	61	216	84
Vienna-SIAH2-1	SIAH2	74	428	318
Vienna-SIAH2-2	SIAH2	111	345	557
Vienna-SIAH2-3	SIAH2	82	414	429
Vienna-SIAH3-1	SIAH3	339	3723	4431
Vienna-SIAH3-2	SIAH3	65	768	457
Vienna-SIAH3-3	SIAH3	49	292	185
Vienna-SIDT1-1	SIDT1	85	696	459
Vienna-SIDT1-2	SIDT1	65	108	31
Vienna-SIDT1-3	SIDT1	147	1086	940
Vienna-SIDT2-1	SIDT2	57	259	259
Vienna-SIDT2-2	SIDT2	69	98	21
Vienna-SIDT2-3	SIDT2	111	1519	968
Vienna-SIGIRR-1	SIGIRR	104	1317	1134
Vienna-SIGIRR-2	SIGIRR	151	1341	1015
Vienna-SIGIRR-3	SIGIRR	123	1440	1327
Vienna-SIGLEC1-1	SIGLEC1	71	341	400
Vienna-SIGLEC1-2	SIGLEC1	224	1015	852
Vienna-SIGLEC1-3	SIGLEC1	99	484	905
Vienna-SIGLEC10-1	SIGLEC10	66	627	414
Vienna-SIGLEC10-2	SIGLEC10	39	502	172
Vienna-SIGLEC10-3	SIGLEC10	83	954	762
Vienna-SIGLEC11-1	SIGLEC11	89	78	196
Vienna-SIGLEC11-2	SIGLEC11	101	521	504
Vienna-SIGLEC11-3	SIGLEC11	71	484	551
Vienna-SIGLEC12-1	SIGLEC12	76	310	220
Vienna-SIGLEC12-2	SIGLEC12	52	717	751
Vienna-SIGLEC12-3	SIGLEC12	95	559	693
Vienna-SIGLEC14-1	SIGLEC14	95	686	609
Vienna-SIGLEC14-2	SIGLEC14	150	786	723
Vienna-SIGLEC14-3	SIGLEC14	22	129	238
Vienna-SIGLEC15-1	SIGLEC15	124	875	818
Vienna-SIGLEC15-2	SIGLEC15	83	609	622
Vienna-SIGLEC15-3	SIGLEC15	142	603	371
Vienna-SIGLEC5-1	SIGLEC5	72	1080	962
Vienna-SIGLEC5-2	SIGLEC5	17	49	25
Vienna-SIGLEC5-3	SIGLEC5	148	804	429
Vienna-SIGLEC6-1	SIGLEC6	56	316	141
Vienna-SIGLEC6-2	SIGLEC6	125	770	957
Vienna-SIGLEC6-3	SIGLEC6	72	406	383
Vienna-SIGLEC7-1	SIGLEC7	81	508	494
Vienna-SIGLEC7-2	SIGLEC7	86	752	716
Vienna-SIGLEC7-3	SIGLEC7	53	1042	700
Vienna-SIGLEC8-1	SIGLEC8	90	1189	1177
Vienna-SIGLEC8-2	SIGLEC8	78	640	736
Vienna-SIGLEC8-3	SIGLEC8	57	174	175
Vienna-SIGLEC9-1	SIGLEC9	72	590	432
Vienna-SIGLEC9-2	SIGLEC9	44	115	151
Vienna-SIGLEC9-3	SIGLEC9	85	414	356
Vienna-SIGLECL1-1	SIGLECL1	130	808	589
Vienna-SIGLECL1-2	SIGLECL1	38	98	176
Vienna-SIGLECL1-3	SIGLECL1	87	5	26
Vienna-SIGMAR1-1	SIGMAR1	43	407	491
Vienna-SIGMAR1-2	SIGMAR1	117	707	395
Vienna-SIGMAR1-3	SIGMAR1	58	800	523
Vienna-SIK1-1	SIK1	69	309	342
Vienna-SIK1-2	SIK1	90	775	719
Vienna-SIK2-1	SIK2	62	432	431
Vienna-SIK2-2	SIK2	57	902	626
Vienna-SIK2-3	SIK2	122	1190	927
Vienna-SIK3-1	SIK3	12	33	50
Vienna-SIK3-2	SIK3	85	418	346
Vienna-SIK3-3	SIK3	73	443	731
Vienna-SIKE1-1	SIKE1	72	545	342
Vienna-SIKE1-2	SIKE1	237	154	232
Vienna-SIKE1-3	SIKE1	109	706	383
Vienna-SIL1-1	SIL1	95	505	459
Vienna-SIL1-2	SIL1	52	184	211
Vienna-SIL1-3	SIL1	59	522	612
Vienna-SIM1-1	SIM1	93	1204	492
Vienna-SIM1-2	SIM1	83	40	10
Vienna-SIM1-3	SIM1	92	936	1112
Vienna-SIM2-1	SIM2	97	1197	1222
Vienna-SIM2-2	SIM2	90	558	432
Vienna-SIM2-3	SIM2	59	838	484
Vienna-SIMC1-1	SIMC1	100	1054	726
Vienna-SIMC1-2	SIMC1	89	417	423
Vienna-SIMC1-3	SIMC1	116	0	0
Vienna-SIN3A-1	SIN3A	104	88	37
Vienna-SIN3A-2	SIN3A	95	0	0
Vienna-SIN3A-3	SIN3A	94	59	61
Vienna-SIN3B-1	SIN3B	62	317	372
Vienna-SIN3B-2	SIN3B	3	54	10
Vienna-SIN3B-3	SIN3B	105	436	271
Vienna-SIPA1-1	SIPA1	96	150	313
Vienna-SIPA1-2	SIPA1	73	543	356
Vienna-SIPA1-3	SIPA1	69	405	136
Vienna-SIPA1L1-1	SIPA1L1	65	253	140
Vienna-SIPA1L1-2	SIPA1L1	87	752	517
Vienna-SIPA1L1-3	SIPA1L1	83	636	451
Vienna-SIPA1L2-1	SIPA1L2	72	503	415
Vienna-SIPA1L2-2	SIPA1L2	55	192	225
Vienna-SIPA1L2-3	SIPA1L2	72	636	569
Vienna-SIPA1L3-1	SIPA1L3	94	820	944
Vienna-SIPA1L3-2	SIPA1L3	126	581	613
Vienna-SIPA1L3-3	SIPA1L3	86	416	432
Vienna-SIRPA-1	SIRPA	73	383	283
Vienna-SIRPA-2	SIRPA	96	240	245
Vienna-SIRPA-3	SIRPA	36	512	305
Vienna-SIRPB1-1	SIRPB1	61	558	443
Vienna-SIRPB1-2	SIRPB1	88	676	427
Vienna-SIRPB1-3	SIRPB1	101	912	503
Vienna-SIRPB2-1	SIRPB2	92	1001	864
Vienna-SIRPB2-2	SIRPB2	63	315	560
Vienna-SIRPB2-3	SIRPB2	71	710	405
Vienna-SIRPD-1	SIRPD	55	607	405
Vienna-SIRPD-2	SIRPD	81	8	36
Vienna-SIRPD-3	SIRPD	80	923	730
Vienna-SIRPG-1	SIRPG	57	337	403
Vienna-SIRPG-2	SIRPG	112	874	431
Vienna-SIRPG-3	SIRPG	108	1085	461
Vienna-SIRT1-1	SIRT1	33	56	145
Vienna-SIRT1-2	SIRT1	58	131	185
Vienna-SIRT1-3	SIRT1	74	196	190
Vienna-SIRT2-1	SIRT2	66	480	465
Vienna-SIRT2-2	SIRT2	48	158	167
Vienna-SIRT2-3	SIRT2	96	1030	733
Vienna-SIRT3-1	SIRT3	78	505	538
Vienna-SIRT3-2	SIRT3	92	679	413
Vienna-SIRT3-3	SIRT3	24	114	28
Vienna-SIRT4-1	SIRT4	87	294	310
Vienna-SIRT4-2	SIRT4	105	453	238
Vienna-SIRT4-3	SIRT4	71	710	432
Vienna-SIRT5-1	SIRT5	123	989	723
Vienna-SIRT5-2	SIRT5	169	1091	853
Vienna-SIRT5-3	SIRT5	14	24	84
Vienna-SIRT6-1	SIRT6	73	542	349
Vienna-SIRT6-2	SIRT6	178	1731	1795
Vienna-SIRT6-3	SIRT6	72	665	321
Vienna-SIRT7-1	SIRT7	47	323	229
Vienna-SIRT7-2	SIRT7	72	138	132
Vienna-SIRT7-3	SIRT7	126	1187	1102
Vienna-SIT1-1	SIT1	82	290	311
Vienna-SIT1-2	SIT1	104	563	415
Vienna-SIT1-3	SIT1	111	1241	828
Vienna-SIVA1-1	SIVA1	138	88	75
Vienna-SIVA1-2	SIVA1	104	253	272
Vienna-SIVA1-3	SIVA1	86	366	279
Vienna-SIX1-1	SIX1	149	771	1022
Vienna-SIX1-2	SIX1	143	1128	1013
Vienna-SIX1-3	SIX1	78	395	338
Vienna-SIX2-1	SIX2	93	478	427
Vienna-SIX2-2	SIX2	124	660	623
Vienna-SIX2-3	SIX2	171	1678	1040
Vienna-SIX3-1	SIX3	169	1144	900
Vienna-SIX3-2	SIX3	95	269	298
Vienna-SIX3-3	SIX3	113	147	193
Vienna-SIX4-1	SIX4	120	1105	842
Vienna-SIX4-2	SIX4	177	445	465
Vienna-SIX4-3	SIX4	68	266	358
Vienna-SIX5-1	SIX5	98	964	413
Vienna-SIX5-2	SIX5	115	588	329
Vienna-SIX5-3	SIX5	161	1381	997
Vienna-SIX6-1	SIX6	123	952	913
Vienna-SIX6-2	SIX6	81	343	500
Vienna-SIX6-3	SIX6	79	427	385
Vienna-SKA1-1	SKA1	54	5	5
Vienna-SKA1-2	SKA1	98	22	6
Vienna-SKA1-3	SKA1	35	3	5
Vienna-SKA2-1	SKA2	80	3	39
Vienna-SKA2-2	SKA2	113	0	0
Vienna-SKA2-3	SKA2	46	32	0
Vienna-SKA3-1	SKA3	52	20	5
Vienna-SKA3-2	SKA3	44	0	0
Vienna-SKA3-3	SKA3	56	9	0
Vienna-SKAP1-1	SKAP1	51	369	328
Vienna-SKAP1-2	SKAP1	56	341	170
Vienna-SKAP1-3	SKAP1	111	166	858
Vienna-SKAP2-1	SKAP2	87	367	462
Vienna-SKAP2-2	SKAP2	45	570	266
Vienna-SKAP2-3	SKAP2	54	263	241
Vienna-SKI-1	SKI	74	304	280
Vienna-SKI-2	SKI	85	898	384
Vienna-SKI-3	SKI	105	373	293
Vienna-SKIDA1-1	SKIDA1	86	457	824
Vienna-SKIDA1-2	SKIDA1	45	217	62
Vienna-SKIDA1-3	SKIDA1	96	394	431
Vienna-SKIL-1	SKIL	72	492	258
Vienna-SKIL-2	SKIL	76	200	257
Vienna-SKIL-3	SKIL	40	534	469
Vienna-SKIV2L-1	SKIV2L	104	532	432
Vienna-SKIV2L-2	SKIV2L	79	706	732
Vienna-SKIV2L-3	SKIV2L	83	522	392
Vienna-SKIV2L2-1	SKIV2L2	56	0	0
Vienna-SKIV2L2-2	SKIV2L2	40	2	11
Vienna-SKIV2L2-3	SKIV2L2	63	0	0
Vienna-SKOR1-1	SKOR1	155	566	796
Vienna-SKOR1-2	SKOR1	85	321	399
Vienna-SKOR1-3	SKOR1	86	273	327
Vienna-SKOR2-1	SKOR2	123	958	774
Vienna-SKOR2-2	SKOR2	51	700	678
Vienna-SKOR2-3	SKOR2	57	204	330
Vienna-SKP1-1	SKP1	51	0	1
Vienna-SKP1-2	SKP1	63	59	0
Vienna-SKP1-3	SKP1	108	9	1
Vienna-SKP2-1	SKP2	123	73	77
Vienna-SKP2-2	SKP2	17	0	0
Vienna-SKP2-3	SKP2	81	116	39
Vienna-SLA-1	SLA	36	389	255
Vienna-SLA-2	SLA	103	1403	1025
Vienna-SLA-3	SLA	86	728	376
Vienna-SLA2-1	SLA2	92	342	418
Vienna-SLA2-2	SLA2	40	304	370
Vienna-SLA2-3	SLA2	112	411	590
Vienna-SLAIN1-1	SLAIN1	91	820	520
Vienna-SLAIN1-2	SLAIN1	64	362	276
Vienna-SLAIN1-3	SLAIN1	177	1255	842
Vienna-SLAIN2-1	SLAIN2	120	384	404
Vienna-SLAIN2-2	SLAIN2	78	500	451
Vienna-SLAIN2-3	SLAIN2	82	317	192
Vienna-SLAMF1-1	SLAMF1	92	635	750
Vienna-SLAMF1-2	SLAMF1	64	1	2
Vienna-SLAMF1-3	SLAMF1	108	301	188
Vienna-SLAMF6-1	SLAMF6	100	663	797
Vienna-SLAMF6-2	SLAMF6	123	1379	1663
Vienna-SLAMF6-3	SLAMF6	58	260	229
Vienna-SLAMF7-1	SLAMF7	57	494	471
Vienna-SLAMF7-2	SLAMF7	182	1643	1169
Vienna-SLAMF7-3	SLAMF7	185	1643	1172
Vienna-SLAMF8-1	SLAMF8	79	73	31
Vienna-SLAMF8-2	SLAMF8	56	401	561
Vienna-SLAMF8-3	SLAMF8	5	5	8
Vienna-SLAMF9-1	SLAMF9	78	247	310
Vienna-SLAMF9-2	SLAMF9	71	585	580
Vienna-SLAMF9-3	SLAMF9	72	634	530
Vienna-SLBP-1	SLBP	50	88	125
Vienna-SLBP-2	SLBP	60	0	0
Vienna-SLBP-3	SLBP	72	396	523
Vienna-SLC10A1-1	SLC10A1	101	290	122
Vienna-SLC10A1-2	SLC10A1	57	113	154
Vienna-SLC10A1-3	SLC10A1	74	759	450
Vienna-SLC10A2-1	SLC10A2	63	136	134
Vienna-SLC10A2-2	SLC10A2	56	492	286
Vienna-SLC10A2-3	SLC10A2	65	1122	483
Vienna-SLC10A3-1	SLC10A3	61	155	157
Vienna-SLC10A3-2	SLC10A3	89	502	546
Vienna-SLC10A3-3	SLC10A3	47	68	152
Vienna-SLC10A4-1	SLC10A4	77	1092	993
Vienna-SLC10A4-2	SLC10A4	149	615	530
Vienna-SLC10A4-3	SLC10A4	96	742	515
Vienna-SLC10A5-1	SLC10A5	73	73	16
Vienna-SLC10A5-2	SLC10A5	52	28	6
Vienna-SLC10A5-3	SLC10A5	72	241	174
Vienna-SLC10A6-1	SLC10A6	80	365	239
Vienna-SLC10A6-2	SLC10A6	102	653	378
Vienna-SLC10A6-3	SLC10A6	92	223	314
Vienna-SLC10A7-1	SLC10A7	87	575	418
Vienna-SLC10A7-2	SLC10A7	76	577	608
Vienna-SLC10A7-3	SLC10A7	117	770	833
Vienna-SLC11A1-1	SLC11A1	63	142	195
Vienna-SLC11A1-2	SLC11A1	74	126	130
Vienna-SLC11A1-3	SLC11A1	71	373	157
Vienna-SLC11A2-1	SLC11A2	97	513	535
Vienna-SLC11A2-2	SLC11A2	64	190	106
Vienna-SLC11A2-3	SLC11A2	58	75	143
Vienna-SLC12A1-1	SLC12A1	71	381	222
Vienna-SLC12A1-2	SLC12A1	91	246	217
Vienna-SLC12A1-3	SLC12A1	82	247	297
Vienna-SLC12A2-1	SLC12A2	55	863	981
Vienna-SLC12A2-2	SLC12A2	45	326	403
Vienna-SLC12A2-3	SLC12A2	67	401	212
Vienna-SLC12A3-1	SLC12A3	128	620	552
Vienna-SLC12A3-2	SLC12A3	57	298	179
Vienna-SLC12A3-3	SLC12A3	94	122	354
Vienna-SLC12A4-1	SLC12A4	61	152	121
Vienna-SLC12A4-2	SLC12A4	107	386	487
Vienna-SLC12A4-3	SLC12A4	29	122	145
Vienna-SLC12A5-1	SLC12A5	57	179	214
Vienna-SLC12A5-2	SLC12A5	80	790	885
Vienna-SLC12A5-3	SLC12A5	148	1041	675
Vienna-SLC12A6-1	SLC12A6	95	799	475
Vienna-SLC12A6-2	SLC12A6	111	443	445
Vienna-SLC12A6-3	SLC12A6	56	841	568
Vienna-SLC12A7-1	SLC12A7	63	225	200
Vienna-SLC12A7-2	SLC12A7	190	453	285
Vienna-SLC12A7-3	SLC12A7	102	531	341
Vienna-SLC12A8-1	SLC12A8	68	241	412
Vienna-SLC12A8-2	SLC12A8	45	157	162
Vienna-SLC12A8-3	SLC12A8	41	416	252
Vienna-SLC12A9-1	SLC12A9	105	626	611
Vienna-SLC12A9-2	SLC12A9	44	191	66
Vienna-SLC12A9-3	SLC12A9	63	663	748
Vienna-SLC13A1-1	SLC13A1	104	488	605
Vienna-SLC13A1-2	SLC13A1	49	476	279
Vienna-SLC13A1-3	SLC13A1	51	311	243
Vienna-SLC13A2-1	SLC13A2	59	293	243
Vienna-SLC13A2-2	SLC13A2	37	243	182
Vienna-SLC13A2-3	SLC13A2	73	423	289
Vienna-SLC13A3-1	SLC13A3	66	356	160
Vienna-SLC13A3-2	SLC13A3	102	370	376
Vienna-SLC13A3-3	SLC13A3	150	1177	747
Vienna-SLC13A4-1	SLC13A4	93	164	169
Vienna-SLC13A4-2	SLC13A4	55	113	133
Vienna-SLC13A4-3	SLC13A4	138	458	230
Vienna-SLC13A5-1	SLC13A5	46	164	104
Vienna-SLC13A5-2	SLC13A5	41	396	190
Vienna-SLC13A5-3	SLC13A5	179	665	807
Vienna-SLC14A1-1	SLC14A1	84	695	437
Vienna-SLC14A1-2	SLC14A1	53	254	216
Vienna-SLC14A1-3	SLC14A1	107	487	482
Vienna-SLC14A2-1	SLC14A2	67	809	697
Vienna-SLC14A2-2	SLC14A2	59	519	557
Vienna-SLC14A2-3	SLC14A2	58	119	248
Vienna-SLC15A1-1	SLC15A1	95	341	139
Vienna-SLC15A1-2	SLC15A1	40	252	271
Vienna-SLC15A1-3	SLC15A1	110	1164	663
Vienna-SLC15A2-1	SLC15A2	50	279	128
Vienna-SLC15A2-2	SLC15A2	57	120	147
Vienna-SLC15A2-3	SLC15A2	74	326	135
Vienna-SLC15A3-1	SLC15A3	95	218	319
Vienna-SLC15A3-2	SLC15A3	85	121	178
Vienna-SLC15A3-3	SLC15A3	114	396	229
Vienna-SLC15A4-1	SLC15A4	82	1072	577
Vienna-SLC15A4-2	SLC15A4	67	288	237
Vienna-SLC15A4-3	SLC15A4	52	497	315
Vienna-SLC15A5-1	SLC15A5	99	805	716
Vienna-SLC15A5-2	SLC15A5	82	588	715
Vienna-SLC15A5-3	SLC15A5	65	217	353
Vienna-SLC16A1-1	SLC16A1	59	179	111
Vienna-SLC16A1-2	SLC16A1	73	131	116
Vienna-SLC16A1-3	SLC16A1	28	34	65
Vienna-SLC16A10-1	SLC16A10	123	940	958
Vienna-SLC16A10-2	SLC16A10	41	166	215
Vienna-SLC16A10-3	SLC16A10	114	493	559
Vienna-SLC16A11-1	SLC16A11	105	470	303
Vienna-SLC16A11-2	SLC16A11	54	416	311
Vienna-SLC16A11-3	SLC16A11	142	962	648
Vienna-SLC16A12-1	SLC16A12	71	464	509
Vienna-SLC16A12-2	SLC16A12	95	596	455
Vienna-SLC16A12-3	SLC16A12	12	139	144
Vienna-SLC16A13-1	SLC16A13	64	219	158
Vienna-SLC16A13-2	SLC16A13	74	218	308
Vienna-SLC16A13-3	SLC16A13	105	671	509
Vienna-SLC16A14-1	SLC16A14	132	1375	911
Vienna-SLC16A14-2	SLC16A14	124	512	460
Vienna-SLC16A14-3	SLC16A14	85	689	611
Vienna-SLC16A2-1	SLC16A2	133	857	462
Vienna-SLC16A2-2	SLC16A2	172	1231	1072
Vienna-SLC16A2-3	SLC16A2	60	413	416
Vienna-SLC16A3-1	SLC16A3	43	119	181
Vienna-SLC16A3-2	SLC16A3	70	297	248
Vienna-SLC16A3-3	SLC16A3	44	115	196
Vienna-SLC16A4-1	SLC16A4	49	393	239
Vienna-SLC16A4-2	SLC16A4	52	371	309
Vienna-SLC16A4-3	SLC16A4	54	293	378
Vienna-SLC16A5-1	SLC16A5	67	0	0
Vienna-SLC16A5-2	SLC16A5	63	452	471
Vienna-SLC16A5-3	SLC16A5	114	855	741
Vienna-SLC16A6-1	SLC16A6	80	620	609
Vienna-SLC16A6-2	SLC16A6	47	184	154
Vienna-SLC16A6-3	SLC16A6	114	1402	1166
Vienna-SLC16A7-1	SLC16A7	107	587	531
Vienna-SLC16A7-2	SLC16A7	13	231	76
Vienna-SLC16A7-3	SLC16A7	72	464	417
Vienna-SLC16A8-1	SLC16A8	107	555	441
Vienna-SLC16A8-2	SLC16A8	123	697	355
Vienna-SLC16A8-3	SLC16A8	128	577	613
Vienna-SLC16A9-1	SLC16A9	43	483	215
Vienna-SLC16A9-2	SLC16A9	49	662	284
Vienna-SLC16A9-3	SLC16A9	67	507	263
Vienna-SLC17A1-1	SLC17A1	58	366	186
Vienna-SLC17A1-2	SLC17A1	72	759	730
Vienna-SLC17A1-3	SLC17A1	89	884	766
Vienna-SLC17A2-1	SLC17A2	79	383	226
Vienna-SLC17A2-2	SLC17A2	0	0	0
Vienna-SLC17A2-3	SLC17A2	55	149	88
Vienna-SLC17A3-1	SLC17A3	62	296	176
Vienna-SLC17A3-2	SLC17A3	84	402	326
Vienna-SLC17A3-3	SLC17A3	82	457	257
Vienna-SLC17A4-1	SLC17A4	55	251	219
Vienna-SLC17A4-2	SLC17A4	38	285	178
Vienna-SLC17A4-3	SLC17A4	72	323	217
Vienna-SLC17A5-1	SLC17A5	51	409	167
Vienna-SLC17A5-2	SLC17A5	40	293	247
Vienna-SLC17A5-3	SLC17A5	91	273	423
Vienna-SLC17A6-1	SLC17A6	65	760	552
Vienna-SLC17A6-2	SLC17A6	68	450	350
Vienna-SLC17A6-3	SLC17A6	151	917	596
Vienna-SLC17A7-1	SLC17A7	100	654	498
Vienna-SLC17A7-2	SLC17A7	73	0	1
Vienna-SLC17A7-3	SLC17A7	71	279	175
Vienna-SLC17A8-1	SLC17A8	68	557	316
Vienna-SLC17A8-2	SLC17A8	68	220	56
Vienna-SLC17A8-3	SLC17A8	62	202	217
Vienna-SLC17A9-1	SLC17A9	83	455	327
Vienna-SLC17A9-2	SLC17A9	34	211	125
Vienna-SLC17A9-3	SLC17A9	110	763	450
Vienna-SLC18A1-1	SLC18A1	81	496	485
Vienna-SLC18A1-2	SLC18A1	85	319	361
Vienna-SLC18A1-3	SLC18A1	74	806	778
Vienna-SLC18A2-1	SLC18A2	68	343	306
Vienna-SLC18A2-2	SLC18A2	88	575	283
Vienna-SLC18A2-3	SLC18A2	70	319	510
Vienna-SLC18A3-1	SLC18A3	85	289	192
Vienna-SLC18A3-2	SLC18A3	129	782	585
Vienna-SLC18A3-3	SLC18A3	46	18	61
Vienna-SLC18B1-1	SLC18B1	82	386	461
Vienna-SLC18B1-2	SLC18B1	100	453	529
Vienna-SLC18B1-3	SLC18B1	94	103	45
Vienna-SLC19A1-1	SLC19A1	92	523	587
Vienna-SLC19A1-2	SLC19A1	109	241	396
Vienna-SLC19A1-3	SLC19A1	107	633	497
Vienna-SLC19A2-1	SLC19A2	96	448	252
Vienna-SLC19A2-2	SLC19A2	85	891	623
Vienna-SLC19A2-3	SLC19A2	100	515	520
Vienna-SLC19A3-1	SLC19A3	111	621	601
Vienna-SLC19A3-2	SLC19A3	57	289	250
Vienna-SLC19A3-3	SLC19A3	53	147	178
Vienna-SLC1A1-1	SLC1A1	77	336	227
Vienna-SLC1A1-2	SLC1A1	151	1184	721
Vienna-SLC1A1-3	SLC1A1	98	880	686
Vienna-SLC1A2-1	SLC1A2	70	532	395
Vienna-SLC1A2-2	SLC1A2	88	498	495
Vienna-SLC1A2-3	SLC1A2	66	462	352
Vienna-SLC1A3-1	SLC1A3	35	300	159
Vienna-SLC1A3-2	SLC1A3	93	1273	992
Vienna-SLC1A3-3	SLC1A3	89	810	366
Vienna-SLC1A4-1	SLC1A4	107	976	756
Vienna-SLC1A4-2	SLC1A4	178	863	985
Vienna-SLC1A4-3	SLC1A4	46	279	511
Vienna-SLC1A5-1	SLC1A5	60	30	54
Vienna-SLC1A5-2	SLC1A5	75	365	315
Vienna-SLC1A5-3	SLC1A5	80	256	113
Vienna-SLC1A6-1	SLC1A6	50	475	295
Vienna-SLC1A6-2	SLC1A6	72	835	578
Vienna-SLC1A6-3	SLC1A6	85	179	95
Vienna-SLC1A7-1	SLC1A7	70	86	68
Vienna-SLC1A7-2	SLC1A7	72	588	487
Vienna-SLC1A7-3	SLC1A7	231	2085	1496
Vienna-SLC20A1-1	SLC20A1	11	151	95
Vienna-SLC20A1-2	SLC20A1	75	558	308
Vienna-SLC20A1-3	SLC20A1	60	328	315
Vienna-SLC20A2-1	SLC20A2	121	873	520
Vienna-SLC20A2-2	SLC20A2	123	726	984
Vienna-SLC20A2-3	SLC20A2	79	694	491
Vienna-SLC22A1-1	SLC22A1	80	739	486
Vienna-SLC22A1-2	SLC22A1	141	689	608
Vienna-SLC22A1-3	SLC22A1	62	323	269
Vienna-SLC22A10-1	SLC22A10	150	1228	1108
Vienna-SLC22A10-2	SLC22A10	87	343	267
Vienna-SLC22A10-3	SLC22A10	53	315	200
Vienna-SLC22A11-1	SLC22A11	84	508	478
Vienna-SLC22A11-2	SLC22A11	157	875	959
Vienna-SLC22A11-3	SLC22A11	40	246	229
Vienna-SLC22A12-1	SLC22A12	202	1851	1707
Vienna-SLC22A12-2	SLC22A12	81	338	458
Vienna-SLC22A12-3	SLC22A12	115	36	46
Vienna-SLC22A13-1	SLC22A13	78	662	535
Vienna-SLC22A13-2	SLC22A13	56	386	230
Vienna-SLC22A13-3	SLC22A13	48	460	294
Vienna-SLC22A14-1	SLC22A14	111	1035	633
Vienna-SLC22A14-2	SLC22A14	59	305	206
Vienna-SLC22A14-3	SLC22A14	97	481	341
Vienna-SLC22A15-1	SLC22A15	88	316	179
Vienna-SLC22A15-2	SLC22A15	67	144	157
Vienna-SLC22A15-3	SLC22A15	160	1566	995
Vienna-SLC22A16-1	SLC22A16	59	202	147
Vienna-SLC22A16-2	SLC22A16	68	595	477
Vienna-SLC22A16-3	SLC22A16	109	494	355
Vienna-SLC22A17-1	SLC22A17	114	699	537
Vienna-SLC22A17-2	SLC22A17	37	228	239
Vienna-SLC22A17-3	SLC22A17	78	730	406
Vienna-SLC22A18-1	SLC22A18	80	439	263
Vienna-SLC22A18-2	SLC22A18	92	709	683
Vienna-SLC22A18-3	SLC22A18	89	1107	925
Vienna-SLC22A18AS-1	SLC22A18AS	145	337	197
Vienna-SLC22A18AS-2	SLC22A18AS	73	250	83
Vienna-SLC22A18AS-3	SLC22A18AS	62	507	797
Vienna-SLC22A2-1	SLC22A2	57	647	601
Vienna-SLC22A2-2	SLC22A2	74	520	298
Vienna-SLC22A2-3	SLC22A2	85	1014	552
Vienna-SLC22A20-1	SLC22A20	95	496	487
Vienna-SLC22A20-2	SLC22A20	67	516	313
Vienna-SLC22A20-3	SLC22A20	95	110	78
Vienna-SLC22A23-1	SLC22A23	60	796	663
Vienna-SLC22A23-2	SLC22A23	40	436	264
Vienna-SLC22A23-3	SLC22A23	84	377	403
Vienna-SLC22A24-1	SLC22A24	83	128	161
Vienna-SLC22A24-2	SLC22A24	49	240	147
Vienna-SLC22A24-3	SLC22A24	196	281	302
Vienna-SLC22A25-1	SLC22A25	72	252	278
Vienna-SLC22A25-2	SLC22A25	114	1373	1246
Vienna-SLC22A25-3	SLC22A25	89	184	376
